Date,"Article[Sentiment,Magnitude]"
1/26/14,"[[0.10000000149011612, 7.5], [-0.10000000149011612, 3.5999999046325684], [0.0, 8.399999618530273], [-0.10000000149011612, 22.899999618530273], [0.0, 13.0], [0.0, 5.099999904632568], [-0.10000000149011612, 7.800000190734863], [0.0, 8.5], [0.0, 9.0], [0.0, 4.0]]"
1/27/14,"[[-0.10000000149011612, 5.099999904632568], [0.0, 13.199999809265137], [0.10000000149011612, 7.900000095367432], [0.0, 3.700000047683716], [-0.20000000298023224, 3.5999999046325684], [0.0, 17.700000762939453], [-0.6000000238418579, 11.0], [-0.10000000149011612, 2.0999999046325684], [0.0, 10.800000190734863], [0.0, 3.9000000953674316]]"
1/28/14,"[[0.0, 15.0], [-0.10000000149011612, 12.399999618530273], [0.0, 3.799999952316284], [0.20000000298023224, 5.800000190734863], [-0.10000000149011612, 11.300000190734863], [0.0, 14.600000381469727], [0.0, 6.300000190734863], [-0.10000000149011612, 5.400000095367432], [0.0, 3.0999999046325684], [-0.10000000149011612, 10.600000381469727]]"
1/29/14,"[[-0.20000000298023224, 5.300000190734863], [0.10000000149011612, 6.0], [0.0, 12.0], [0.10000000149011612, 8.100000381469727], [-0.10000000149011612, 9.699999809265137], [0.0, 17.200000762939453], [0.10000000149011612, 8.300000190734863], [0.0, 8.399999618530273], [0.4000000059604645, 1.7999999523162842], [0.0, 10.899999618530273]]"
1/30/14,"[[0.0, 9.699999809265137], [-0.10000000149011612, 6.400000095367432], [0.30000001192092896, 5.300000190734863], [-0.10000000149011612, 6.599999904632568], [0.10000000149011612, 9.100000381469727], [0.10000000149011612, 6.5], [-0.20000000298023224, 2.9000000953674316], [0.0, 8.800000190734863], [0.0, 3.4000000953674316], [0.0, 4.099999904632568]]"
1/31/14,"[[0.0, 1.7999999523162842], [-0.10000000149011612, 8.300000190734863], [-0.20000000298023224, 1.7999999523162842], [-0.10000000149011612, 1.899999976158142], [0.0, 4.0], [0.0, 1.7000000476837158], [0.10000000149011612, 7.300000190734863], [0.30000001192092896, 7.599999904632568], [-0.20000000298023224, 8.800000190734863], [0.0, 25.5]]"
2/1/14,"[[0.0, 0.0]]"
2/2/14,"[[-0.10000000149011612, 12.699999809265137], [0.0, 5.5], [0.0, 4.400000095367432], [-0.30000001192092896, 8.800000190734863], [0.10000000149011612, 15.600000381469727], [-0.10000000149011612, 9.300000190734863], [0.0, 5.800000190734863], [0.0, 1.2999999523162842], [0.10000000149011612, 11.0]]"
2/3/14,"[[-0.10000000149011612, 11.100000381469727], [0.20000000298023224, 6.900000095367432], [0.10000000149011612, 4.0], [0.4000000059604645, 3.5999999046325684], [0.0, 10.300000190734863], [0.0, 17.100000381469727], [0.10000000149011612, 4.400000095367432], [0.10000000149011612, 8.100000381469727], [-0.30000001192092896, 5.699999809265137], [0.10000000149011612, 3.799999952316284]]"
2/4/14,"[[0.0, 8.399999618530273], [0.0, 4.099999904632568], [0.0, 6.5], [-0.10000000149011612, 3.5], [0.20000000298023224, 6.5], [-0.10000000149011612, 10.899999618530273], [0.0, 3.5], [-0.30000001192092896, 7.300000190734863], [-0.20000000298023224, 2.9000000953674316], [0.0, 2.299999952316284]]"
2/5/14,"[[-0.10000000149011612, 10.399999618530273], [-0.20000000298023224, 11.800000190734863], [0.0, 23.799999237060547], [-0.20000000298023224, 2.299999952316284], [0.10000000149011612, 3.700000047683716], [-0.10000000149011612, 3.299999952316284], [-0.10000000149011612, 1.0], [0.0, 1.100000023841858], [0.0, 7.699999809265137], [-0.10000000149011612, 5.099999904632568]]"
2/6/14,"[[-0.10000000149011612, 17.299999237060547], [-0.10000000149011612, 2.4000000953674316], [0.10000000149011612, 9.0], [0.0, 2.799999952316284], [0.0, 13.899999618530273], [0.20000000298023224, 4.099999904632568], [0.10000000149011612, 6.0], [0.0, 6.0], [0.0, 5.0], [-0.10000000149011612, 1.600000023841858]]"
2/7/14,"[[0.10000000149011612, 2.5], [0.0, 6.099999904632568], [0.0, 7.800000190734863], [-0.10000000149011612, 8.100000381469727], [-0.30000001192092896, 18.700000762939453], [-0.20000000298023224, 13.899999618530273], [0.0, 6.900000095367432], [0.20000000298023224, 2.0], [-0.4000000059604645, 6.099999904632568], [0.0, 8.0]]"
2/8/14,"[[-0.20000000298023224, 41.900001525878906], [-0.10000000149011612, 3.9000000953674316], [0.0, 7.300000190734863], [-0.6000000238418579, 1.2999999523162842], [-0.5, 1.7000000476837158], [0.30000001192092896, 1.600000023841858], [0.0, 9.800000190734863], [0.0, 39.900001525878906], [-0.30000001192092896, 3.700000047683716]]"
2/9/14,"[[0.0, 12.699999809265137], [0.30000001192092896, 1.899999976158142], [-0.30000001192092896, 1.7000000476837158], [0.0, 4.0]]"
2/10/14,"[[-0.10000000149011612, 13.100000381469727], [0.20000000298023224, 3.0999999046325684], [-0.5, 9.399999618530273], [-0.20000000298023224, 3.799999952316284], [0.0, 2.9000000953674316], [-0.5, 5.400000095367432], [0.10000000149011612, 0.20000000298023224], [0.0, 53.900001525878906], [0.10000000149011612, 5.400000095367432], [-0.30000001192092896, 9.300000190734863]]"
2/11/14,"[[-0.20000000298023224, 31.200000762939453], [-0.4000000059604645, 6.199999809265137], [-0.10000000149011612, 10.199999809265137], [0.0, 15.0], [0.0, 5.699999809265137], [0.0, 8.800000190734863], [0.0, 7.900000095367432], [0.0, 3.9000000953674316], [0.0, 2.5], [0.0, 11.600000381469727]]"
2/12/14,"[[-0.20000000298023224, 5.5], [-0.10000000149011612, 4.800000190734863], [0.20000000298023224, 1.600000023841858], [0.0, 6.199999809265137], [0.20000000298023224, 2.9000000953674316], [0.10000000149011612, 6.0], [0.0, 6.900000095367432], [-0.10000000149011612, 2.5999999046325684], [0.10000000149011612, 3.5999999046325684], [0.0, 2.9000000953674316]]"
2/13/14,"[[-0.30000001192092896, 7.699999809265137], [-0.20000000298023224, 6.300000190734863], [-0.30000001192092896, 7.699999809265137], [0.0, 3.5999999046325684], [0.0, 11.800000190734863], [-0.10000000149011612, 3.200000047683716], [-0.30000001192092896, 2.700000047683716], [0.0, 6.199999809265137], [0.30000001192092896, 1.0], [0.6000000238418579, 1.2000000476837158]]"
2/14/14,"[[-0.10000000149011612, 6.900000095367432], [0.0, 4.400000095367432], [-0.5, 6.400000095367432], [-0.4000000059604645, 4.300000190734863], [-0.20000000298023224, 4.099999904632568], [-0.30000001192092896, 15.5], [0.10000000149011612, 7.800000190734863], [-0.10000000149011612, 2.0999999046325684], [-0.10000000149011612, 2.9000000953674316], [0.0, 16.200000762939453]]"
2/15/14,"[[0.0, 2.4000000953674316], [0.10000000149011612, 2.9000000953674316], [-0.10000000149011612, 1.399999976158142], [0.20000000298023224, 0.20000000298023224], [-0.20000000298023224, 3.700000047683716], [0.0, 19.600000381469727], [0.0, 90.0999984741211], [0.0, 3.0999999046325684], [-0.30000001192092896, 23.799999237060547], [0.10000000149011612, 8.5]]"
2/16/14,"[[-0.10000000149011612, 6.099999904632568], [0.0, 2.5], [-0.20000000298023224, 9.0], [-0.20000000298023224, 19.0], [0.10000000149011612, 12.5]]"
2/17/14,"[[-0.20000000298023224, 8.899999618530273], [0.10000000149011612, 3.299999952316284], [0.0, 5.699999809265137], [-0.20000000298023224, 5.800000190734863], [0.0, 3.4000000953674316], [0.10000000149011612, 0.800000011920929], [-0.6000000238418579, 3.299999952316284], [0.20000000298023224, 4.0], [-0.20000000298023224, 12.5], [0.0, 3.0999999046325684]]"
2/18/14,"[[-0.10000000149011612, 8.300000190734863], [-0.4000000059604645, 24.700000762939453], [0.0, 17.399999618530273], [0.20000000298023224, 6.699999809265137], [0.0, 2.9000000953674316], [-0.20000000298023224, 5.400000095367432], [0.20000000298023224, 3.0], [-0.20000000298023224, 2.9000000953674316], [0.0, 6.800000190734863], [0.0, 8.399999618530273]]"
2/19/14,"[[0.0, 3.5999999046325684], [0.0, 16.100000381469727], [-0.10000000149011612, 21.700000762939453], [0.0, 4.0], [-0.4000000059604645, 6.300000190734863], [0.0, 5.300000190734863], [-0.30000001192092896, 7.599999904632568], [0.0, 3.700000047683716], [-0.30000001192092896, 3.0], [0.10000000149011612, 4.800000190734863]]"
2/20/14,"[[0.0, 3.4000000953674316], [-0.10000000149011612, 14.0], [-0.4000000059604645, 18.899999618530273], [0.10000000149011612, 7.099999904632568], [0.0, 1.100000023841858], [0.20000000298023224, 3.9000000953674316], [0.0, 8.199999809265137], [-0.20000000298023224, 17.200000762939453], [-0.20000000298023224, 0.20000000298023224], [0.0, 6.599999904632568]]"
2/21/14,"[[-0.10000000149011612, 7.199999809265137], [0.0, 23.799999237060547], [-0.10000000149011612, 3.5999999046325684], [-0.10000000149011612, 3.200000047683716], [0.0, 5.599999904632568], [0.0, 1.399999976158142], [0.0, 8.0], [0.10000000149011612, 12.0], [-0.10000000149011612, 4.0]]"
2/22/14,"[[0.0, 35.599998474121094], [0.0, 8.399999618530273], [-0.20000000298023224, 5.900000095367432], [-0.10000000149011612, 7.199999809265137], [0.10000000149011612, 5.199999809265137], [0.0, 9.0], [-0.10000000149011612, 4.0], [-0.30000001192092896, 30.299999237060547], [-0.20000000298023224, 3.4000000953674316], [0.10000000149011612, 5.599999904632568]]"
2/23/14,"[[-0.20000000298023224, 1.7000000476837158], [-0.20000000298023224, 7.699999809265137], [0.0, 7.800000190734863], [0.0, 15.800000190734863], [0.0, 8.0], [-0.30000001192092896, 11.699999809265137], [-0.30000001192092896, 17.700000762939453], [0.30000001192092896, 10.100000381469727], [-0.10000000149011612, 8.300000190734863], [0.0, 11.199999809265137]]"
2/24/14,"[[-0.30000001192092896, 12.100000381469727], [-0.5, 6.800000190734863], [0.0, 6.900000095367432], [-0.30000001192092896, 1.7999999523162842], [0.0, 6.900000095367432], [0.0, 6.5], [0.0, 2.0], [-0.10000000149011612, 1.2999999523162842], [0.0, 1.5], [-0.10000000149011612, 5.400000095367432]]"
2/25/14,"[[-0.10000000149011612, 12.300000190734863], [-0.20000000298023224, 0.20000000298023224], [-0.10000000149011612, 1.600000023841858], [-0.4000000059604645, 5.800000190734863], [0.0, 3.4000000953674316], [-0.4000000059604645, 9.5], [-0.5, 5.699999809265137], [-0.20000000298023224, 13.199999809265137], [0.800000011920929, 0.800000011920929]]"
2/26/14,"[[0.0, 17.700000762939453], [-0.20000000298023224, 15.199999809265137], [-0.4000000059604645, 9.699999809265137], [0.4000000059604645, 4.800000190734863], [-0.5, 3.200000047683716], [0.10000000149011612, 1.7999999523162842], [0.10000000149011612, 3.0999999046325684], [-0.20000000298023224, 5.599999904632568], [-0.20000000298023224, 9.699999809265137], [-0.10000000149011612, 3.0]]"
2/27/14,"[[-0.30000001192092896, 9.5], [-0.10000000149011612, 11.100000381469727], [-0.20000000298023224, 4.099999904632568], [-0.30000001192092896, 5.300000190734863], [0.0, 4.400000095367432], [-0.10000000149011612, 19.899999618530273], [0.10000000149011612, 1.5], [-0.20000000298023224, 5.800000190734863], [-0.20000000298023224, 7.699999809265137], [0.0, 1.2000000476837158]]"
2/28/14,"[[-0.20000000298023224, 1.7999999523162842], [0.0, 3.799999952316284], [-0.10000000149011612, 5.599999904632568], [-0.10000000149011612, 5.300000190734863], [0.10000000149011612, 7.0], [-0.30000001192092896, 2.299999952316284], [0.0, 3.5], [0.0, 6.5], [0.699999988079071, 2.299999952316284], [-0.10000000149011612, 29.299999237060547]]"
3/1/14,"[[0.0, 4.0], [0.0, 6.900000095367432], [0.0, 2.5999999046325684], [0.0, 13.0], [0.0, 17.700000762939453], [-0.30000001192092896, 0.30000001192092896], [0.0, 12.399999618530273], [-0.10000000149011612, 12.600000381469727], [0.0, 9.399999618530273], [-0.10000000149011612, 11.300000190734863]]"
3/2/14,"[[0.20000000298023224, 3.0]]"
3/3/14,"[[0.0, 36.70000076293945], [0.0, 8.199999809265137], [0.0, 3.4000000953674316], [0.0, 0.6000000238418579], [-0.20000000298023224, 6.599999904632568], [0.0, 5.300000190734863], [-0.10000000149011612, 12.199999809265137], [-0.10000000149011612, 4.300000190734863], [0.0, 11.899999618530273], [0.0, 4.099999904632568]]"
3/4/14,"[[0.0, 18.399999618530273], [-0.10000000149011612, 1.2999999523162842], [-0.10000000149011612, 3.299999952316284], [0.0, 6.800000190734863], [0.0, 3.799999952316284], [0.0, 18.200000762939453], [-0.30000001192092896, 6.0], [0.0, 74.19999694824219], [0.0, 19.700000762939453], [0.0, 6.699999809265137]]"
3/5/14,"[[-0.6000000238418579, 6.599999904632568], [-0.30000001192092896, 1.7000000476837158], [0.20000000298023224, 4.099999904632568], [-0.30000001192092896, 4.199999809265137], [0.0, 13.800000190734863], [0.0, 14.800000190734863], [0.0, 8.800000190734863], [0.0, 9.5], [0.0, 8.0], [0.0, 21.0]]"
3/6/14,"[[0.0, 45.0], [-0.20000000298023224, 19.100000381469727], [-0.10000000149011612, 1.2999999523162842], [-0.4000000059604645, 3.0], [0.0, 1.100000023841858], [0.20000000298023224, 2.4000000953674316], [0.10000000149011612, 4.800000190734863], [-0.10000000149011612, 9.5], [0.0, 6.599999904632568], [-0.10000000149011612, 8.100000381469727]]"
3/7/14,"[[-0.30000001192092896, 10.699999809265137], [0.0, 18.899999618530273], [0.0, 0.20000000298023224], [0.0, 9.5], [0.0, 17.0], [0.20000000298023224, 7.800000190734863], [0.0, 7.800000190734863], [0.20000000298023224, 3.4000000953674316], [-0.30000001192092896, 0.30000001192092896], [0.0, 10.0]]"
3/8/14,"[[0.0, 12.699999809265137], [0.0, 12.800000190734863], [0.0, 3.700000047683716], [0.0, 7.900000095367432], [-0.30000001192092896, 4.300000190734863], [-0.10000000149011612, 11.899999618530273], [0.10000000149011612, 20.0], [0.30000001192092896, 1.899999976158142], [-0.10000000149011612, 7.099999904632568]]"
3/9/14,"[[-0.30000001192092896, 9.600000381469727], [0.0, 2.799999952316284], [0.0, 3.200000047683716], [0.0, 13.5], [0.0, 3.9000000953674316], [0.4000000059604645, 5.800000190734863], [-0.10000000149011612, 16.100000381469727], [-0.10000000149011612, 14.899999618530273], [0.0, 4.699999809265137], [-0.10000000149011612, 12.800000190734863]]"
3/10/14,"[[0.0, 16.5], [-0.20000000298023224, 9.399999618530273], [-0.10000000149011612, 8.399999618530273], [0.10000000149011612, 22.100000381469727], [0.0, 9.399999618530273], [0.10000000149011612, 3.0], [0.0, 3.5], [0.0, 4.099999904632568], [0.10000000149011612, 1.2999999523162842], [0.10000000149011612, 1.7999999523162842]]"
3/11/14,"[[0.0, 14.5], [-0.10000000149011612, 18.899999618530273], [0.10000000149011612, 1.5], [-0.5, 3.200000047683716], [0.0, 5.099999904632568], [0.10000000149011612, 4.5], [0.0, 2.5999999046325684], [-0.10000000149011612, 7.400000095367432], [-0.4000000059604645, 6.699999809265137], [0.0, 3.5]]"
3/12/14,"[[-0.10000000149011612, 17.700000762939453], [-0.4000000059604645, 3.4000000953674316], [0.10000000149011612, 8.899999618530273], [0.0, 4.699999809265137], [0.10000000149011612, 10.0], [0.0, 4.699999809265137], [-0.10000000149011612, 7.800000190734863], [0.10000000149011612, 1.100000023841858], [0.10000000149011612, 7.300000190734863], [0.0, 2.700000047683716]]"
3/13/14,"[[0.0, 37.29999923706055], [0.0, 7.300000190734863], [0.30000001192092896, 4.5], [0.0, 2.299999952316284], [0.20000000298023224, 2.700000047683716], [-0.10000000149011612, 3.0], [-0.20000000298023224, 11.100000381469727], [0.0, 11.899999618530273], [0.0, 1.899999976158142]]"
3/14/14,"[[-0.4000000059604645, 8.600000381469727], [0.0, 1.399999976158142], [-0.30000001192092896, 1.5], [-0.10000000149011612, 6.300000190734863], [0.20000000298023224, 2.4000000953674316], [0.10000000149011612, 2.799999952316284], [0.20000000298023224, 1.399999976158142], [0.0, 12.899999618530273], [0.0, 3.299999952316284], [-0.20000000298023224, 2.299999952316284]]"
3/15/14,"[[0.0, 12.300000190734863], [-0.4000000059604645, 7.199999809265137], [0.20000000298023224, 1.899999976158142], [0.0, 6.800000190734863], [0.0, 5.699999809265137]]"
3/16/14,"[[0.10000000149011612, 14.100000381469727], [0.0, 4.599999904632568], [0.20000000298023224, 3.4000000953674316], [-0.10000000149011612, 7.0], [0.30000001192092896, 2.0999999046325684], [0.0, 23.200000762939453], [0.0, 2.4000000953674316], [0.0, 8.699999809265137], [-0.10000000149011612, 12.0], [0.0, 11.399999618530273]]"
3/17/14,"[[-0.10000000149011612, 6.300000190734863], [0.0, 21.399999618530273], [0.0, 3.200000047683716], [0.20000000298023224, 8.0], [0.10000000149011612, 3.9000000953674316], [0.10000000149011612, 3.4000000953674316], [0.30000001192092896, 3.700000047683716], [-0.20000000298023224, 4.0], [0.6000000238418579, 11.600000381469727], [0.10000000149011612, 2.0]]"
3/18/14,"[[-0.30000001192092896, 25.0], [-0.4000000059604645, 5.400000095367432], [-0.10000000149011612, 5.699999809265137], [0.0, 13.600000381469727], [0.0, 11.699999809265137], [-0.4000000059604645, 5.699999809265137], [-0.20000000298023224, 1.2999999523162842], [-0.20000000298023224, 2.700000047683716], [-0.20000000298023224, 5.599999904632568], [0.0, 3.5999999046325684]]"
3/19/14,"[[0.0, 6.599999904632568], [-0.20000000298023224, 8.300000190734863], [0.0, 1.7000000476837158], [0.0, 10.100000381469727], [-0.30000001192092896, 4.199999809265137], [0.0, 9.399999618530273], [-0.30000001192092896, 5.199999809265137], [-0.10000000149011612, 5.0], [0.20000000298023224, 1.899999976158142], [0.0, 10.5]]"
3/20/14,"[[-0.10000000149011612, 6.099999904632568], [-0.20000000298023224, 28.299999237060547], [-0.10000000149011612, 8.899999618530273], [-0.20000000298023224, 5.400000095367432], [0.0, 6.5], [-0.30000001192092896, 2.799999952316284], [0.20000000298023224, 6.0], [-0.30000001192092896, 4.699999809265137], [-0.20000000298023224, 2.9000000953674316], [-0.10000000149011612, 3.5999999046325684]]"
3/21/14,"[[-0.10000000149011612, 3.200000047683716], [-0.30000001192092896, 4.300000190734863], [-0.4000000059604645, 4.199999809265137], [0.10000000149011612, 0.30000001192092896], [0.10000000149011612, 7.5], [0.0, 3.5999999046325684], [-0.30000001192092896, 6.599999904632568], [0.20000000298023224, 2.5999999046325684], [0.0, 2.799999952316284], [-0.10000000149011612, 2.799999952316284]]"
3/22/14,"[[0.0, 19.600000381469727], [0.0, 2.700000047683716], [-0.10000000149011612, 7.400000095367432], [0.0, 6.400000095367432], [0.10000000149011612, 7.5]]"
3/23/14,"[[-0.10000000149011612, 1.2000000476837158], [-0.5, 6.400000095367432], [0.10000000149011612, 5.400000095367432], [0.0, 6.099999904632568], [0.10000000149011612, 12.899999618530273], [0.0, 23.100000381469727], [0.10000000149011612, 13.399999618530273], [-0.20000000298023224, 2.0999999046325684], [0.0, 2.200000047683716], [0.0, 3.700000047683716]]"
3/24/14,"[[-0.4000000059604645, 2.0999999046325684], [-0.10000000149011612, 6.400000095367432], [-0.4000000059604645, 7.099999904632568], [0.20000000298023224, 7.699999809265137], [0.10000000149011612, 8.300000190734863], [0.30000001192092896, 5.5], [-0.10000000149011612, 4.300000190734863], [0.0, 11.300000190734863], [-0.4000000059604645, 4.599999904632568], [0.0, 4.300000190734863]]"
3/25/14,"[[0.0, 1.899999976158142], [0.10000000149011612, 5.900000095367432], [0.0, 27.799999237060547], [-0.10000000149011612, 5.0], [-0.20000000298023224, 3.5999999046325684], [-0.699999988079071, 3.700000047683716], [-0.30000001192092896, 1.5], [0.0, 5.800000190734863], [-0.10000000149011612, 13.699999809265137], [0.0, 3.5]]"
3/26/14,"[[0.0, 15.699999809265137], [-0.10000000149011612, 13.199999809265137], [-0.10000000149011612, 7.0], [0.0, 3.4000000953674316], [0.0, 4.099999904632568], [-0.20000000298023224, 3.0999999046325684], [-0.10000000149011612, 9.399999618530273], [-0.10000000149011612, 1.2000000476837158], [0.0, 65.4000015258789]]"
3/27/14,"[[-0.10000000149011612, 30.399999618530273], [0.0, 6.699999809265137], [-0.10000000149011612, 9.600000381469727], [-0.10000000149011612, 8.800000190734863], [-0.30000001192092896, 4.400000095367432], [0.0, 7.900000095367432], [0.0, 3.200000047683716], [-0.30000001192092896, 9.699999809265137], [0.0, 6.0], [-0.30000001192092896, 6.400000095367432]]"
3/28/14,"[[0.0, 0.8999999761581421], [-0.4000000059604645, 9.399999618530273], [0.0, 2.0], [0.0, 3.4000000953674316], [-0.4000000059604645, 1.7000000476837158], [-0.20000000298023224, 2.799999952316284], [-0.20000000298023224, 3.799999952316284], [0.0, 7.699999809265137], [0.0, 3.299999952316284], [-0.20000000298023224, 3.5]]"
3/29/14,"[[-0.10000000149011612, 6.599999904632568], [-0.10000000149011612, 9.899999618530273], [-0.20000000298023224, 13.899999618530273], [0.20000000298023224, 3.5]]"
3/30/14,"[[0.0, 36.900001525878906], [-0.20000000298023224, 9.5], [0.10000000149011612, 5.300000190734863], [-0.30000001192092896, 0.699999988079071], [-0.20000000298023224, 1.2000000476837158], [0.0, 8.699999809265137], [0.0, 9.800000190734863], [-0.20000000298023224, 8.5], [-0.30000001192092896, 13.699999809265137], [-0.30000001192092896, 7.5]]"
3/31/14,"[[-0.30000001192092896, 7.300000190734863], [0.4000000059604645, 3.5999999046325684], [0.0, 8.300000190734863], [0.0, 42.29999923706055], [0.30000001192092896, 6.800000190734863], [-0.10000000149011612, 8.899999618530273], [0.0, 11.300000190734863], [-0.10000000149011612, 4.800000190734863], [0.0, 9.600000381469727], [-0.20000000298023224, 8.600000381469727]]"
4/1/14,"[[-0.20000000298023224, 8.800000190734863], [-0.10000000149011612, 3.0999999046325684], [-0.6000000238418579, 13.100000381469727], [-0.4000000059604645, 7.400000095367432], [-0.10000000149011612, 12.100000381469727], [-0.10000000149011612, 13.199999809265137], [0.0, 4.099999904632568], [-0.10000000149011612, 7.0], [0.0, 5.5], [-0.10000000149011612, 1.7999999523162842]]"
4/2/14,"[[0.0, 0.699999988079071], [-0.20000000298023224, 2.299999952316284], [0.0, 2.0999999046325684], [-0.10000000149011612, 8.0], [-0.4000000059604645, 4.199999809265137], [0.20000000298023224, 3.799999952316284], [0.0, 5.099999904632568], [-0.5, 4.0], [-0.20000000298023224, 0.6000000238418579], [-0.10000000149011612, 3.200000047683716]]"
4/3/14,"[[-0.20000000298023224, 3.299999952316284], [-0.30000001192092896, 5.300000190734863], [-0.10000000149011612, 5.099999904632568], [0.10000000149011612, 3.0999999046325684], [-0.10000000149011612, 2.299999952316284], [0.0, 3.0], [0.0, 4.699999809265137], [-0.30000001192092896, 13.5], [0.0, 57.29999923706055], [0.0, 13.0]]"
4/4/14,"[[0.0, 57.0], [-0.4000000059604645, 4.599999904632568], [-0.10000000149011612, 4.0], [0.10000000149011612, 4.400000095367432], [0.5, 2.200000047683716], [-0.20000000298023224, 3.200000047683716], [0.0, 4.900000095367432], [0.0, 9.699999809265137], [0.0, 1.7000000476837158], [0.20000000298023224, 14.199999809265137]]"
4/5/14,"[[0.20000000298023224, 15.600000381469727]]"
4/6/14,"[[0.20000000298023224, 5.599999904632568], [-0.10000000149011612, 7.5], [0.0, 8.300000190734863], [0.30000001192092896, 2.0999999046325684], [-0.4000000059604645, 1.2999999523162842], [0.0, 2.5], [0.0, 5.900000095367432], [0.10000000149011612, 27.0], [-0.4000000059604645, 6.599999904632568]]"
4/7/14,"[[0.10000000149011612, 1.600000023841858], [-0.10000000149011612, 3.200000047683716], [0.20000000298023224, 4.599999904632568], [0.0, 1.5], [0.0, 8.899999618530273], [0.0, 5.699999809265137], [-0.20000000298023224, 4.199999809265137], [0.20000000298023224, 5.199999809265137], [-0.10000000149011612, 5.300000190734863], [0.10000000149011612, 11.399999618530273]]"
4/8/14,"[[0.0, 16.799999237060547], [-0.10000000149011612, 15.5], [0.0, 3.0], [-0.30000001192092896, 4.599999904632568], [0.0, 8.399999618530273], [0.0, 9.0], [0.30000001192092896, 22.899999618530273], [-0.30000001192092896, 3.700000047683716], [-0.20000000298023224, 8.0], [-0.4000000059604645, 14.0]]"
4/9/14,"[[-0.10000000149011612, 6.800000190734863], [-0.10000000149011612, 8.199999809265137], [-0.10000000149011612, 1.600000023841858], [-0.10000000149011612, 5.199999809265137], [-0.30000001192092896, 5.900000095367432], [0.0, 11.899999618530273], [0.10000000149011612, 10.600000381469727], [0.10000000149011612, 5.5], [0.0, 3.799999952316284], [0.0, 6.300000190734863]]"
4/10/14,"[[-0.4000000059604645, 5.099999904632568], [-0.4000000059604645, 6.5], [0.0, 3.700000047683716], [0.10000000149011612, 2.0], [0.10000000149011612, 6.199999809265137], [0.10000000149011612, 3.5], [0.0, 4.199999809265137], [0.0, 8.100000381469727], [0.0, 4.0], [0.30000001192092896, 4.699999809265137]]"
4/11/14,"[[0.4000000059604645, 3.700000047683716], [0.0, 14.0]]"
4/12/14,"[[0.0, 8.300000190734863], [0.20000000298023224, 10.600000381469727], [0.10000000149011612, 24.299999237060547], [0.0, 8.199999809265137], [0.0, 13.5], [0.0, 4.400000095367432], [0.0, 10.600000381469727], [0.10000000149011612, 1.7999999523162842], [-0.10000000149011612, 57.20000076293945], [0.0, 11.300000190734863]]"
4/13/14,"[[-0.5, 5.400000095367432], [0.10000000149011612, 21.299999237060547]]"
4/14/14,"[[0.0, 3.799999952316284], [-0.4000000059604645, 2.799999952316284], [0.0, 1.7999999523162842], [-0.30000001192092896, 2.9000000953674316], [0.10000000149011612, 3.5], [-0.20000000298023224, 3.799999952316284], [0.0, 5.599999904632568], [0.30000001192092896, 1.399999976158142], [0.10000000149011612, 4.5], [-0.20000000298023224, 3.0]]"
4/15/14,"[[-0.20000000298023224, 11.5], [-0.20000000298023224, 7.599999904632568], [-0.20000000298023224, 6.199999809265137], [0.0, 13.800000190734863], [-0.10000000149011612, 7.900000095367432], [0.10000000149011612, 1.7999999523162842], [0.10000000149011612, 7.699999809265137], [0.0, 44.20000076293945], [-0.20000000298023224, 21.299999237060547], [0.0, 5.5]]"
4/16/14,"[[-0.20000000298023224, 4.199999809265137], [0.10000000149011612, 4.099999904632568], [-0.10000000149011612, 3.5999999046325684], [-0.20000000298023224, 6.599999904632568], [0.0, 23.200000762939453], [0.0, 17.100000381469727], [0.0, 4.199999809265137], [0.0, 18.799999237060547], [0.20000000298023224, 1.899999976158142], [0.0, 9.199999809265137]]"
4/17/14,"[[-0.10000000149011612, 11.0], [0.10000000149011612, 2.9000000953674316], [-0.30000001192092896, 5.599999904632568], [-0.10000000149011612, 1.7999999523162842], [-0.20000000298023224, 4.300000190734863], [0.10000000149011612, 4.699999809265137], [0.30000001192092896, 2.799999952316284], [0.0, 8.899999618530273], [-0.20000000298023224, 30.299999237060547], [0.0, 6.300000190734863]]"
4/18/14,"[[-0.10000000149011612, 5.5], [-0.20000000298023224, 3.799999952316284], [0.0, 4.300000190734863], [0.10000000149011612, 5.0], [-0.5, 4.199999809265137], [0.0, 1.7000000476837158], [-0.4000000059604645, 5.199999809265137], [0.0, 8.100000381469727], [0.0, 4.099999904632568]]"
4/19/14,"[[-0.10000000149011612, 27.899999618530273], [0.10000000149011612, 1.0]]"
4/20/14,"[[-0.20000000298023224, 19.5], [0.0, 9.600000381469727], [0.0, 23.600000381469727], [0.10000000149011612, 8.0], [0.0, 8.899999618530273], [-0.10000000149011612, 6.599999904632568], [-0.4000000059604645, 0.800000011920929], [0.0, 9.600000381469727], [0.0, 17.799999237060547], [-0.30000001192092896, 4.5]]"
4/21/14,"[[-0.20000000298023224, 21.100000381469727], [0.0, 1.7000000476837158], [-0.10000000149011612, 13.800000190734863], [0.0, 24.5], [0.0, 24.0], [0.10000000149011612, 5.0], [-0.10000000149011612, 3.0], [0.0, 3.5], [0.20000000298023224, 5.400000095367432], [0.4000000059604645, 1.2999999523162842]]"
