Date,"Article[Sentiment,Magnitude]"
8/31/15,"[[-0.800000011920929, 1.600000023841858], [0.0, 2.0], [0.0, 3.0999999046325684], [-0.10000000149011612, 5.800000190734863], [0.0, 41.900001525878906], [-0.30000001192092896, 1.600000023841858], [0.20000000298023224, 2.299999952316284], [-0.20000000298023224, 4.0], [0.20000000298023224, 1.399999976158142], [0.0, 2.700000047683716]]"
9/1/15,"[[-0.5, 3.200000047683716], [0.10000000149011612, 15.199999809265137], [0.0, 8.300000190734863], [0.0, 13.399999618530273], [0.10000000149011612, 6.199999809265137], [0.0, 10.199999809265137], [0.0, 1.0], [-0.20000000298023224, 9.0], [0.4000000059604645, 6.300000190734863], [0.30000001192092896, 7.0]]"
9/2/15,"[[0.0, 4.099999904632568], [0.0, 3.4000000953674316], [0.0, 0.6000000238418579], [-0.10000000149011612, 1.399999976158142], [0.10000000149011612, 1.2999999523162842], [0.0, 2.700000047683716], [-0.5, 9.899999618530273], [0.10000000149011612, 2.200000047683716], [-0.20000000298023224, 13.199999809265137], [-0.20000000298023224, 17.899999618530273]]"
9/3/15,"[[0.0, 3.5999999046325684], [-0.20000000298023224, 1.0], [-0.30000001192092896, 3.200000047683716], [0.0, 5.599999904632568], [-0.30000001192092896, 3.799999952316284], [0.10000000149011612, 1.0], [0.0, 8.800000190734863], [0.0, 3.5999999046325684], [0.10000000149011612, 14.0], [-0.20000000298023224, 14.699999809265137]]"
9/4/15,"[[-0.5, 3.0999999046325684], [-0.10000000149011612, 1.600000023841858], [0.30000001192092896, 7.900000095367432], [-0.10000000149011612, 12.699999809265137], [-0.10000000149011612, 2.200000047683716], [-0.6000000238418579, 3.799999952316284], [-0.10000000149011612, 5.0], [0.0, 7.699999809265137], [-0.4000000059604645, 5.699999809265137], [-0.10000000149011612, 23.299999237060547]]"
9/5/15,"[[-0.20000000298023224, 3.0999999046325684], [0.0, 3.700000047683716], [-0.10000000149011612, 1.7999999523162842], [0.0, 1.7999999523162842], [0.0, 2.0999999046325684], [0.30000001192092896, 15.100000381469727], [-0.20000000298023224, 14.300000190734863], [0.5, 11.100000381469727]]"
9/6/15,"[[0.20000000298023224, 16.899999618530273], [0.20000000298023224, 16.399999618530273], [0.0, 2.9000000953674316], [0.0, 4.099999904632568], [-0.6000000238418579, 3.4000000953674316], [0.0, 11.100000381469727], [0.0, 53.0], [-0.20000000298023224, 17.899999618530273], [-0.10000000149011612, 0.8999999761581421], [0.0, 0.8999999761581421]]"
9/7/15,"[[-0.10000000149011612, 1.2000000476837158], [0.10000000149011612, 23.399999618530273], [-0.20000000298023224, 9.899999618530273], [0.0, 4.900000095367432], [0.10000000149011612, 2.9000000953674316], [-0.6000000238418579, 1.7999999523162842], [0.30000001192092896, 6.400000095367432], [0.0, 8.600000381469727], [0.10000000149011612, 3.9000000953674316], [0.10000000149011612, 5.699999809265137]]"
9/8/15,"[[0.0, 2.0999999046325684], [-0.10000000149011612, 6.5], [0.20000000298023224, 5.900000095367432], [0.10000000149011612, 7.0], [-0.30000001192092896, 21.899999618530273], [0.0, 2.200000047683716], [0.0, 6.199999809265137], [0.0, 29.399999618530273], [0.10000000149011612, 11.199999809265137], [0.20000000298023224, 15.300000190734863]]"
9/9/15,"[[-0.30000001192092896, 3.700000047683716], [-0.10000000149011612, 4.599999904632568], [0.10000000149011612, 18.600000381469727], [0.0, 3.5], [0.20000000298023224, 3.0999999046325684], [0.0, 4.0], [0.0, 3.9000000953674316], [0.10000000149011612, 7.900000095367432], [0.0, 9.699999809265137]]"
9/10/15,"[[0.0, 3.4000000953674316], [-0.10000000149011612, 1.2999999523162842], [-0.10000000149011612, 6.800000190734863], [0.0, 5.699999809265137], [0.0, 1.399999976158142], [0.0, 9.399999618530273], [0.0, 8.800000190734863], [0.0, 2.299999952316284], [-0.20000000298023224, 0.20000000298023224], [0.0, 3.799999952316284]]"
9/11/15,"[[-0.30000001192092896, 3.5999999046325684], [0.0, 9.5], [0.0, 8.199999809265137], [0.0, 9.899999618530273], [0.0, 0.800000011920929], [0.0, 1.100000023841858], [-0.10000000149011612, 7.699999809265137], [0.10000000149011612, 24.200000762939453], [-0.10000000149011612, 8.800000190734863]]"
9/12/15,"[[-0.10000000149011612, 21.799999237060547], [-0.10000000149011612, 33.20000076293945], [0.0, 9.100000381469727], [0.20000000298023224, 7.199999809265137], [0.20000000298023224, 8.300000190734863], [-0.20000000298023224, 13.0], [0.20000000298023224, 6.199999809265137], [0.0, 6.0], [0.10000000149011612, 1.7000000476837158]]"
9/13/15,"[[0.0, 15.100000381469727], [0.20000000298023224, 20.899999618530273]]"
9/14/15,"[[-0.800000011920929, 1.7000000476837158], [0.0, 26.899999618530273], [-0.10000000149011612, 4.400000095367432], [0.0, 7.099999904632568], [-0.20000000298023224, 11.399999618530273], [0.0, 6.0], [0.0, 11.600000381469727], [-0.10000000149011612, 1.2999999523162842], [0.30000001192092896, 5.0], [0.0, 4.400000095367432]]"
9/15/15,"[[0.0, 3.9000000953674316], [0.20000000298023224, 14.0], [-0.10000000149011612, 2.5], [0.0, 0.699999988079071], [0.20000000298023224, 1.7000000476837158], [-0.10000000149011612, 0.20000000298023224], [0.0, 1.899999976158142], [-0.10000000149011612, 2.5], [0.0, 10.600000381469727], [-0.4000000059604645, 2.299999952316284]]"
9/16/15,"[[0.0, 72.4000015258789], [0.0, 0.0], [-0.20000000298023224, 2.200000047683716], [-0.20000000298023224, 1.7000000476837158], [-0.20000000298023224, 1.100000023841858], [-0.30000001192092896, 5.199999809265137], [0.20000000298023224, 3.799999952316284], [0.6000000238418579, 1.899999976158142], [-0.20000000298023224, 3.799999952316284], [-0.20000000298023224, 8.0]]"
9/17/15,"[[-0.20000000298023224, 2.200000047683716], [-0.10000000149011612, 2.4000000953674316], [-0.4000000059604645, 3.700000047683716], [0.10000000149011612, 5.800000190734863], [-0.20000000298023224, 3.200000047683716], [-0.20000000298023224, 5.199999809265137], [0.20000000298023224, 3.5999999046325684], [0.10000000149011612, 2.4000000953674316], [0.0, 4.300000190734863], [0.0, 4.0]]"
9/18/15,"[[-0.6000000238418579, 0.6000000238418579], [-0.10000000149011612, 8.100000381469727], [-0.30000001192092896, 6.900000095367432], [0.30000001192092896, 2.700000047683716], [0.0, 3.0], [0.0, 7.199999809265137], [0.800000011920929, 0.800000011920929], [-0.10000000149011612, 2.200000047683716], [0.0, 6.199999809265137], [0.10000000149011612, 9.899999618530273]]"
9/19/15,"[[0.10000000149011612, 8.699999809265137], [0.0, 1.7000000476837158], [0.20000000298023224, 3.0], [-0.20000000298023224, 14.5], [0.4000000059604645, 15.399999618530273], [0.0, 1.5], [0.0, 7.199999809265137], [-0.5, 0.5], [-0.10000000149011612, 7.400000095367432], [0.0, 12.399999618530273]]"
9/20/15,"[[0.0, 3.200000047683716], [0.0, 2.0], [-0.4000000059604645, 10.100000381469727], [0.20000000298023224, 6.599999904632568], [0.0, 2.5999999046325684], [0.0, 1.5], [0.0, 7.5], [-0.10000000149011612, 6.599999904632568], [-0.20000000298023224, 5.800000190734863], [0.0, 6.400000095367432]]"
9/21/15,"[[-0.4000000059604645, 2.9000000953674316], [-0.20000000298023224, 6.300000190734863], [-0.10000000149011612, 1.7999999523162842], [-0.10000000149011612, 7.300000190734863], [0.20000000298023224, 4.699999809265137], [-0.30000001192092896, 3.9000000953674316], [-0.10000000149011612, 0.8999999761581421], [0.0, 5.599999904632568], [0.20000000298023224, 3.299999952316284], [0.0, 8.699999809265137]]"
9/22/15,"[[0.20000000298023224, 3.5], [-0.20000000298023224, 2.0999999046325684], [-0.699999988079071, 3.5999999046325684], [0.10000000149011612, 2.0], [-0.10000000149011612, 4.400000095367432], [-0.20000000298023224, 2.0], [0.20000000298023224, 6.0], [-0.10000000149011612, 9.699999809265137], [0.30000001192092896, 3.200000047683716], [-0.4000000059604645, 4.699999809265137]]"
9/23/15,"[[0.0, 5.800000190734863], [0.0, 2.5], [-0.6000000238418579, 3.4000000953674316], [0.0, 1.7999999523162842], [0.0, 2.799999952316284], [-0.20000000298023224, 1.2000000476837158], [0.10000000149011612, 8.300000190734863], [-0.10000000149011612, 2.799999952316284], [0.10000000149011612, 0.6000000238418579], [0.10000000149011612, 1.2000000476837158]]"
9/24/15,"[[-0.8999999761581421, 0.8999999761581421], [0.0, 10.600000381469727], [-0.20000000298023224, 3.4000000953674316], [0.0, 0.4000000059604645], [-0.20000000298023224, 1.2999999523162842], [0.10000000149011612, 3.799999952316284], [0.10000000149011612, 7.300000190734863], [0.0, 6.900000095367432], [0.0, 6.5], [0.0, 8.5]]"
9/25/15,"[[-0.20000000298023224, 8.5], [0.0, 9.600000381469727], [0.0, 3.299999952316284], [0.10000000149011612, 7.800000190734863], [-0.4000000059604645, 3.200000047683716], [0.0, 54.599998474121094], [-0.20000000298023224, 5.300000190734863], [-0.10000000149011612, 5.300000190734863], [0.0, 14.100000381469727], [-0.10000000149011612, 8.699999809265137]]"
9/26/15,"[[-0.30000001192092896, 4.400000095367432], [0.0, 7.900000095367432], [0.0, 6.800000190734863], [-0.10000000149011612, 19.200000762939453], [-0.20000000298023224, 7.400000095367432], [-0.10000000149011612, 3.5999999046325684], [0.10000000149011612, 5.099999904632568], [0.0, 2.0999999046325684], [0.0, 1.7000000476837158], [-0.30000001192092896, 8.100000381469727]]"
9/27/15,"[[-0.10000000149011612, 15.199999809265137], [0.0, 8.899999618530273], [-0.10000000149011612, 11.0], [0.30000001192092896, 5.0], [-0.10000000149011612, 15.699999809265137], [-0.20000000298023224, 4.699999809265137], [0.30000001192092896, 10.800000190734863], [-0.10000000149011612, 2.299999952316284], [0.0, 18.5]]"
9/28/15,"[[-0.10000000149011612, 10.300000190734863], [-0.30000001192092896, 4.800000190734863], [0.0, 28.700000762939453], [-0.10000000149011612, 8.399999618530273], [0.0, 2.0999999046325684], [-0.10000000149011612, 2.700000047683716], [0.0, 1.5], [0.20000000298023224, 6.900000095367432], [0.0, 6.599999904632568], [0.30000001192092896, 2.9000000953674316]]"
9/29/15,"[[-0.20000000298023224, 6.800000190734863], [-0.10000000149011612, 2.200000047683716], [0.0, 1.5], [-0.20000000298023224, 6.099999904632568], [0.0, 0.800000011920929], [0.5, 5.0], [0.0, 2.200000047683716], [-0.10000000149011612, 1.5], [-0.30000001192092896, 1.7999999523162842], [0.0, 3.0999999046325684]]"
9/30/15,"[[0.10000000149011612, 6.099999904632568], [0.0, 33.099998474121094], [0.30000001192092896, 5.400000095367432], [0.0, 5.400000095367432], [0.20000000298023224, 2.799999952316284], [-0.20000000298023224, 2.0999999046325684], [0.4000000059604645, 31.5], [0.10000000149011612, 4.300000190734863], [0.0, 44.0], [0.10000000149011612, 1.2000000476837158]]"
10/1/15,"[[-0.30000001192092896, 1.2999999523162842], [0.0, 2.200000047683716], [0.20000000298023224, 7.199999809265137], [-0.10000000149011612, 2.0999999046325684], [0.0, 24.299999237060547], [-0.4000000059604645, 9.300000190734863], [0.20000000298023224, 3.299999952316284], [0.0, 2.9000000953674316], [0.0, 4.699999809265137], [0.10000000149011612, 1.2999999523162842]]"
10/2/15,"[[0.0, 4.599999904632568], [0.0, 4.400000095367432], [0.0, 13.5], [0.0, 14.100000381469727], [0.0, 6.0], [0.0, 2.200000047683716], [0.0, 1.600000023841858], [0.0, 7.199999809265137], [0.0, 3.0], [0.0, 2.0999999046325684]]"
10/3/15,"[[-0.5, 3.5], [0.0, 12.300000190734863], [-0.20000000298023224, 13.300000190734863], [-0.10000000149011612, 3.299999952316284], [0.30000001192092896, 6.800000190734863], [0.0, 8.399999618530273], [0.10000000149011612, 3.4000000953674316], [0.4000000059604645, 7.199999809265137], [0.4000000059604645, 1.7000000476837158]]"
10/4/15,"[[0.20000000298023224, 6.599999904632568], [0.0, 6.099999904632568], [-0.20000000298023224, 7.099999904632568], [0.0, 6.699999809265137], [0.0, 24.200000762939453], [0.0, 3.0], [0.0, 1.7999999523162842], [0.0, 8.100000381469727], [0.10000000149011612, 5.800000190734863], [0.30000001192092896, 1.2000000476837158]]"
10/5/15,"[[0.0, 4.0], [-0.20000000298023224, 2.4000000953674316], [-0.4000000059604645, 6.300000190734863], [-0.20000000298023224, 4.900000095367432], [-0.30000001192092896, 0.6000000238418579], [-0.20000000298023224, 1.7999999523162842], [0.10000000149011612, 4.699999809265137], [0.10000000149011612, 12.5], [0.0, 12.0]]"
10/6/15,"[[-0.10000000149011612, 5.199999809265137], [-0.10000000149011612, 1.7999999523162842], [0.10000000149011612, 3.9000000953674316], [0.0, 7.099999904632568], [0.0, 1.7000000476837158], [-0.20000000298023224, 3.0], [-0.10000000149011612, 4.400000095367432], [-0.10000000149011612, 0.8999999761581421], [0.4000000059604645, 3.9000000953674316], [0.20000000298023224, 2.5]]"
10/7/15,"[[0.30000001192092896, 5.099999904632568], [-0.10000000149011612, 9.399999618530273], [0.4000000059604645, 0.800000011920929], [0.4000000059604645, 3.0], [-0.20000000298023224, 7.699999809265137], [0.0, 9.100000381469727], [0.0, 9.199999809265137], [-0.20000000298023224, 21.200000762939453], [0.20000000298023224, 6.5], [0.30000001192092896, 7.099999904632568]]"
10/8/15,"[[0.0, 8.399999618530273], [0.10000000149011612, 2.5999999046325684], [0.0, 2.5], [0.10000000149011612, 5.300000190734863], [0.10000000149011612, 10.199999809265137], [0.0, 4.099999904632568], [-0.10000000149011612, 8.699999809265137], [0.4000000059604645, 2.0], [0.20000000298023224, 7.599999904632568], [0.0, 6.900000095367432]]"
10/9/15,"[[-0.10000000149011612, 2.299999952316284], [-0.10000000149011612, 4.400000095367432]]"
10/10/15,"[[0.20000000298023224, 4.199999809265137], [-0.10000000149011612, 14.899999618530273], [0.0, 6.0], [-0.10000000149011612, 8.899999618530273], [0.0, 6.199999809265137], [0.4000000059604645, 1.399999976158142], [0.0, 17.799999237060547], [-0.20000000298023224, 9.199999809265137], [-0.10000000149011612, 8.5], [-0.4000000059604645, 3.799999952316284]]"
10/11/15,"[[0.20000000298023224, 15.600000381469727], [0.0, 7.400000095367432], [-0.10000000149011612, 6.900000095367432], [0.0, 2.799999952316284], [0.0, 5.599999904632568], [0.20000000298023224, 4.099999904632568], [0.6000000238418579, 2.5999999046325684], [0.0, 6.400000095367432], [0.20000000298023224, 3.200000047683716], [0.20000000298023224, 12.800000190734863]]"
10/12/15,"[[-0.30000001192092896, 4.5], [0.0, 2.5], [0.5, 10.399999618530273], [0.4000000059604645, 10.800000190734863], [0.0, 1.399999976158142], [0.0, 9.800000190734863], [0.0, 12.5], [-0.4000000059604645, 2.4000000953674316], [0.4000000059604645, 4.5], [0.20000000298023224, 0.6000000238418579]]"
10/13/15,"[[0.0, 1.0], [0.0, 4.099999904632568], [0.0, 13.399999618530273], [0.0, 11.300000190734863], [-0.10000000149011612, 2.200000047683716], [0.0, 13.199999809265137], [0.0, 12.600000381469727], [0.20000000298023224, 17.600000381469727], [-0.10000000149011612, 0.800000011920929], [0.30000001192092896, 2.299999952316284]]"
10/14/15,"[[0.10000000149011612, 3.700000047683716], [-0.10000000149011612, 4.400000095367432], [0.10000000149011612, 5.800000190734863], [0.10000000149011612, 8.199999809265137], [0.10000000149011612, 5.900000095367432], [0.0, 0.0], [-0.4000000059604645, 2.5], [0.0, 1.100000023841858], [0.10000000149011612, 4.099999904632568], [0.10000000149011612, 2.299999952316284]]"
10/15/15,"[[0.0, 5.400000095367432], [-0.30000001192092896, 7.5], [0.6000000238418579, 1.2000000476837158], [-0.20000000298023224, 1.2999999523162842], [0.20000000298023224, 6.800000190734863], [-0.10000000149011612, 0.4000000059604645], [0.6000000238418579, 3.0], [0.10000000149011612, 1.399999976158142], [-0.10000000149011612, 25.399999618530273]]"
10/16/15,"[[0.0, 4.5], [0.0, 35.900001525878906], [-0.20000000298023224, 7.099999904632568], [0.5, 1.7000000476837158], [0.0, 5.599999904632568], [-0.10000000149011612, 4.099999904632568], [0.20000000298023224, 4.900000095367432], [-0.4000000059604645, 1.399999976158142], [0.0, 3.5999999046325684], [-0.20000000298023224, 1.100000023841858]]"
10/17/15,"[[0.0, 13.399999618530273], [0.0, 7.0], [0.0, 9.100000381469727], [0.10000000149011612, 8.5], [-0.10000000149011612, 4.800000190734863], [-0.10000000149011612, 3.700000047683716], [0.5, 1.600000023841858], [0.0, 11.199999809265137], [-0.20000000298023224, 10.5], [0.0, 20.0]]"
10/18/15,"[[0.0, 8.5], [-0.5, 2.200000047683716], [0.30000001192092896, 4.099999904632568], [0.20000000298023224, 6.300000190734863], [-0.10000000149011612, 15.300000190734863]]"
10/19/15,"[[-0.4000000059604645, 1.899999976158142], [-0.20000000298023224, 2.299999952316284], [0.0, 1.7000000476837158], [0.0, 17.799999237060547], [0.10000000149011612, 14.5], [0.0, 6.0], [0.20000000298023224, 1.0], [0.10000000149011612, 8.800000190734863], [-0.30000001192092896, 2.5], [0.10000000149011612, 3.9000000953674316]]"
10/20/15,"[[-0.6000000238418579, 5.599999904632568], [-0.30000001192092896, 0.6000000238418579], [0.0, 2.0], [0.0, 4.400000095367432], [0.20000000298023224, 4.699999809265137], [0.30000001192092896, 10.5], [0.0, 3.5999999046325684], [0.10000000149011612, 1.899999976158142], [0.0, 5.800000190734863], [0.0, 2.299999952316284]]"
10/21/15,"[[-0.20000000298023224, 2.4000000953674316], [-0.10000000149011612, 8.699999809265137], [0.0, 1.7000000476837158], [-0.20000000298023224, 2.299999952316284], [0.20000000298023224, 7.599999904632568], [0.0, 6.800000190734863], [0.0, 10.199999809265137], [-0.20000000298023224, 6.800000190734863], [0.10000000149011612, 6.699999809265137], [-0.5, 5.599999904632568]]"
10/22/15,"[[0.0, 1.0], [-0.20000000298023224, 1.899999976158142], [-0.699999988079071, 4.199999809265137], [-0.4000000059604645, 3.9000000953674316], [0.10000000149011612, 2.0999999046325684], [-0.10000000149011612, 5.900000095367432], [0.0, 7.099999904632568], [0.0, 5.099999904632568], [0.0, 9.399999618530273], [0.0, 1.100000023841858]]"
10/23/15,"[[0.0, 36.0], [0.30000001192092896, 2.299999952316284], [-0.10000000149011612, 5.900000095367432], [0.0, 3.5], [-0.4000000059604645, 4.0], [-0.30000001192092896, 0.800000011920929], [-0.20000000298023224, 1.2000000476837158], [0.0, 4.900000095367432], [0.0, 4.099999904632568], [-0.20000000298023224, 9.0]]"
10/24/15,"[[-0.20000000298023224, 1.7999999523162842], [-0.20000000298023224, 7.5], [0.20000000298023224, 9.199999809265137], [-0.10000000149011612, 6.599999904632568]]"
10/25/15,"[[0.0, 6.5], [0.0, 4.599999904632568], [0.0, 9.399999618530273], [0.10000000149011612, 6.099999904632568], [-0.10000000149011612, 2.0], [0.0, 16.299999237060547], [0.0, 10.100000381469727], [0.10000000149011612, 2.700000047683716], [0.0, 10.899999618530273], [-0.4000000059604645, 3.9000000953674316]]"
10/26/15,"[[0.0, 2.4000000953674316], [0.0, 6.900000095367432], [-0.4000000059604645, 2.299999952316284], [-0.4000000059604645, 3.5999999046325684], [0.30000001192092896, 6.900000095367432], [-0.30000001192092896, 1.0], [-0.20000000298023224, 8.0], [-0.10000000149011612, 7.800000190734863], [0.10000000149011612, 11.600000381469727], [-0.30000001192092896, 5.400000095367432]]"
10/27/15,"[[0.10000000149011612, 2.9000000953674316], [0.0, 8.399999618530273], [0.20000000298023224, 6.0], [-0.10000000149011612, 10.600000381469727], [-0.10000000149011612, 1.7999999523162842], [-0.10000000149011612, 4.599999904632568], [0.20000000298023224, 7.5], [0.20000000298023224, 8.699999809265137], [0.20000000298023224, 1.7000000476837158], [0.10000000149011612, 16.799999237060547]]"
10/28/15,"[[0.10000000149011612, 2.0], [0.10000000149011612, 4.0], [0.0, 1.2000000476837158], [0.800000011920929, 0.800000011920929], [-0.800000011920929, 1.7000000476837158], [0.0, 11.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.0, 2.0], [0.0, 1.600000023841858], [0.10000000149011612, 10.0]]"
10/29/15,"[[0.0, 7.300000190734863], [-0.10000000149011612, 7.099999904632568], [0.20000000298023224, 3.200000047683716], [0.0, 7.400000095367432], [0.0, 6.400000095367432], [0.0, 7.599999904632568], [-0.6000000238418579, 1.2999999523162842], [0.6000000238418579, 2.4000000953674316], [0.10000000149011612, 4.199999809265137], [0.0, 11.199999809265137]]"
10/30/15,"[[-0.20000000298023224, 2.200000047683716], [0.0, 7.300000190734863], [-0.10000000149011612, 1.7000000476837158], [-0.20000000298023224, 13.300000190734863], [-0.10000000149011612, 4.800000190734863], [0.0, 15.800000190734863], [-0.10000000149011612, 6.900000095367432], [0.20000000298023224, 3.9000000953674316], [0.20000000298023224, 7.400000095367432]]"
10/31/15,"[[0.10000000149011612, 17.899999618530273], [0.30000001192092896, 7.400000095367432], [0.10000000149011612, 3.299999952316284], [0.10000000149011612, 8.800000190734863], [0.0, 11.300000190734863], [0.0, 10.300000190734863], [-0.6000000238418579, 1.899999976158142], [-0.10000000149011612, 10.5], [-0.30000001192092896, 1.100000023841858], [0.0, 2.4000000953674316]]"
11/1/15,"[[0.10000000149011612, 7.400000095367432], [0.20000000298023224, 0.5], [0.0, 4.0], [0.10000000149011612, 4.099999904632568], [0.20000000298023224, 30.799999237060547], [0.0, 1.399999976158142], [0.10000000149011612, 17.100000381469727], [0.800000011920929, 2.5], [0.0, 5.900000095367432], [-0.4000000059604645, 3.0]]"
11/2/15,"[[0.10000000149011612, 8.0], [-0.5, 3.700000047683716], [-0.5, 6.599999904632568], [-0.20000000298023224, 15.300000190734863], [0.0, 5.199999809265137], [-0.10000000149011612, 7.300000190734863], [0.20000000298023224, 7.099999904632568], [0.0, 6.400000095367432], [0.20000000298023224, 7.5], [0.0, 8.5]]"
11/3/15,"[[0.4000000059604645, 1.7000000476837158], [-0.30000001192092896, 10.800000190734863], [0.0, 6.900000095367432], [0.0, 2.4000000953674316], [-0.10000000149011612, 3.200000047683716], [-0.10000000149011612, 1.2999999523162842], [-0.30000001192092896, 1.399999976158142], [0.0, 5.900000095367432], [0.30000001192092896, 2.200000047683716], [0.10000000149011612, 5.300000190734863]]"
11/4/15,"[[-0.10000000149011612, 7.199999809265137], [0.0, 8.100000381469727], [0.0, 2.5999999046325684], [-0.30000001192092896, 3.5999999046325684], [0.0, 3.0999999046325684], [0.10000000149011612, 9.699999809265137], [0.0, 0.0], [-0.30000001192092896, 3.700000047683716], [-0.10000000149011612, 11.899999618530273], [0.20000000298023224, 3.5999999046325684]]"
11/5/15,"[[-0.20000000298023224, 3.0], [-0.20000000298023224, 1.7000000476837158], [0.0, 2.799999952316284], [0.0, 1.7000000476837158], [-0.10000000149011612, 10.800000190734863], [0.0, 1.899999976158142], [0.30000001192092896, 2.200000047683716], [-0.30000001192092896, 1.7000000476837158], [-0.10000000149011612, 6.699999809265137], [0.0, 14.699999809265137]]"
11/6/15,"[[-0.20000000298023224, 14.199999809265137], [0.30000001192092896, 2.4000000953674316], [0.0, 13.300000190734863], [0.0, 15.600000381469727], [-0.20000000298023224, 3.200000047683716], [-0.4000000059604645, 1.399999976158142], [-0.4000000059604645, 8.399999618530273], [-0.20000000298023224, 16.399999618530273], [0.30000001192092896, 2.299999952316284], [0.30000001192092896, 7.800000190734863]]"
11/7/15,"[[0.10000000149011612, 11.5], [0.0, 1.7000000476837158], [0.0, 1.7999999523162842], [-0.10000000149011612, 27.700000762939453], [0.10000000149011612, 7.800000190734863], [0.10000000149011612, 2.9000000953674316], [-0.10000000149011612, 5.099999904632568], [0.0, 7.199999809265137], [0.0, 16.5], [0.0, 6.599999904632568]]"
11/8/15,"[[0.20000000298023224, 8.699999809265137], [-0.20000000298023224, 2.4000000953674316], [0.0, 3.299999952316284], [0.0, 5.699999809265137], [-0.10000000149011612, 15.300000190734863], [0.10000000149011612, 17.899999618530273], [0.4000000059604645, 5.800000190734863], [0.10000000149011612, 9.0], [0.0, 8.100000381469727], [-0.20000000298023224, 16.600000381469727]]"
11/9/15,"[[-0.4000000059604645, 3.299999952316284], [0.20000000298023224, 9.399999618530273], [-0.30000001192092896, 1.7000000476837158], [-0.10000000149011612, 1.5], [-0.10000000149011612, 11.5], [0.10000000149011612, 8.199999809265137], [0.0, 15.300000190734863], [-0.10000000149011612, 6.599999904632568], [-0.10000000149011612, 3.4000000953674316], [0.20000000298023224, 2.0]]"
11/10/15,"[[0.10000000149011612, 15.899999618530273], [-0.30000001192092896, 1.899999976158142], [0.20000000298023224, 9.300000190734863], [0.10000000149011612, 5.300000190734863], [0.0, 16.600000381469727], [-0.20000000298023224, 13.100000381469727], [0.0, 6.5], [0.0, 8.300000190734863], [0.30000001192092896, 2.200000047683716], [-0.5, 5.699999809265137]]"
11/11/15,"[[0.10000000149011612, 1.899999976158142], [-0.20000000298023224, 1.600000023841858], [-0.30000001192092896, 2.5], [-0.20000000298023224, 3.5], [-0.5, 12.899999618530273], [-0.10000000149011612, 3.200000047683716], [0.0, 9.399999618530273], [0.0, 2.700000047683716], [0.0, 5.800000190734863], [-0.20000000298023224, 3.5999999046325684]]"
11/12/15,"[[-0.10000000149011612, 1.0], [0.10000000149011612, 12.899999618530273], [0.0, 0.5], [-0.10000000149011612, 12.5], [0.0, 8.699999809265137], [-0.20000000298023224, 1.2000000476837158], [-0.20000000298023224, 3.5999999046325684], [0.0, 2.200000047683716], [0.30000001192092896, 11.100000381469727], [-0.10000000149011612, 3.9000000953674316]]"
11/13/15,"[[-0.10000000149011612, 15.199999809265137], [0.0, 6.599999904632568], [-0.20000000298023224, 28.899999618530273], [-0.4000000059604645, 2.9000000953674316], [0.10000000149011612, 11.0], [0.0, 1.5], [-0.20000000298023224, 9.100000381469727], [0.10000000149011612, 10.800000190734863], [0.0, 11.899999618530273], [0.0, 9.300000190734863]]"
11/14/15,"[[-0.10000000149011612, 14.0], [0.0, 5.099999904632568], [-0.30000001192092896, 2.9000000953674316], [0.20000000298023224, 4.900000095367432], [0.20000000298023224, 0.800000011920929], [0.4000000059604645, 0.8999999761581421], [-0.4000000059604645, 4.400000095367432], [0.0, 8.899999618530273], [0.0, 7.199999809265137]]"
11/15/15,"[[-0.4000000059604645, 5.699999809265137], [0.10000000149011612, 2.4000000953674316], [0.10000000149011612, 8.300000190734863], [0.10000000149011612, 3.9000000953674316], [0.20000000298023224, 12.600000381469727], [-0.20000000298023224, 4.900000095367432], [0.4000000059604645, 4.5], [0.0, 0.800000011920929], [0.10000000149011612, 8.5], [0.0, 2.700000047683716]]"
11/16/15,"[[-0.20000000298023224, 3.299999952316284], [0.0, 4.400000095367432], [0.0, 11.100000381469727], [0.10000000149011612, 3.799999952316284], [0.0, 0.8999999761581421], [0.0, 1.7000000476837158], [-0.10000000149011612, 2.799999952316284], [-0.20000000298023224, 1.2999999523162842], [-0.20000000298023224, 1.899999976158142], [-0.10000000149011612, 2.9000000953674316]]"
11/17/15,"[[0.0, 5.099999904632568], [-0.5, 5.099999904632568], [0.0, 3.700000047683716], [0.0, 9.300000190734863], [0.10000000149011612, 32.20000076293945], [0.10000000149011612, 6.5], [-0.10000000149011612, 1.2000000476837158], [-0.20000000298023224, 4.800000190734863], [0.10000000149011612, 1.5], [-0.20000000298023224, 3.4000000953674316]]"
11/18/15,"[[0.5, 1.100000023841858], [0.30000001192092896, 6.5], [0.30000001192092896, 10.100000381469727], [0.10000000149011612, 10.5], [0.0, 1.899999976158142], [0.10000000149011612, 1.2000000476837158], [0.20000000298023224, 9.800000190734863], [0.0, 21.0], [0.0, 2.799999952316284], [-0.20000000298023224, 3.5999999046325684]]"
11/19/15,"[[-0.5, 0.5], [0.10000000149011612, 2.4000000953674316], [-0.10000000149011612, 1.5], [0.0, 3.4000000953674316], [0.0, 0.8999999761581421], [0.30000001192092896, 0.6000000238418579], [-0.10000000149011612, 9.0], [0.0, 1.0], [0.0, 0.8999999761581421], [0.0, 2.0]]"
