Date,Articles,"Article[Sentiment,Magnitude]"
07/05/2017,"[[0.0, 2.200000047683716], [0.0, 21.799999237060547], [-0.6000000238418579, 4.099999904632568], [-0.4000000059604645, 4.199999809265137], [-0.10000000149011612, 0.8999999761581421], [0.0, 2.299999952316284], [-0.10000000149011612, 18.299999237060547], [-0.20000000298023224, 3.0999999046325684], [0.0, 0.0], [0.20000000298023224, 7.699999809265137]]","[[0.0, 2.200000047683716], [0.0, 21.799999237060547], [-0.6000000238418579, 4.099999904632568], [-0.4000000059604645, 4.199999809265137], [-0.10000000149011612, 0.8999999761581421], [0.0, 2.299999952316284], [-0.10000000149011612, 18.299999237060547], [-0.20000000298023224, 3.0999999046325684], [0.0, 0.0], [0.20000000298023224, 7.699999809265137]]"
07/06/2017,"[[-0.30000001192092896, 1.2000000476837158], [0.0, 2.0], [-0.4000000059604645, 4.599999904632568], [-0.800000011920929, 1.7000000476837158], [0.20000000298023224, 4.800000190734863], [0.0, 2.0999999046325684], [0.20000000298023224, 0.20000000298023224], [-0.20000000298023224, 5.099999904632568], [-0.699999988079071, 5.900000095367432], [0.4000000059604645, 0.8999999761581421]]","[[-0.30000001192092896, 1.2000000476837158], [0.0, 2.0], [-0.4000000059604645, 4.599999904632568], [-0.800000011920929, 1.7000000476837158], [0.20000000298023224, 4.800000190734863], [0.0, 2.0999999046325684], [0.20000000298023224, 0.20000000298023224], [-0.20000000298023224, 5.099999904632568], [-0.699999988079071, 5.900000095367432], [0.4000000059604645, 0.8999999761581421]]"
07/07/2017,"[[-0.10000000149011612, 1.2999999523162842], [0.0, 2.799999952316284], [0.0, 25.299999237060547], [0.0, 2.4000000953674316], [-0.10000000149011612, 10.300000190734863], [-0.5, 6.800000190734863], [-0.30000001192092896, 21.899999618530273], [0.20000000298023224, 1.899999976158142], [-0.10000000149011612, 3.4000000953674316], [0.0, 0.4000000059604645]]","[[-0.10000000149011612, 1.2999999523162842], [0.0, 2.799999952316284], [0.0, 25.299999237060547], [0.0, 2.4000000953674316], [-0.10000000149011612, 10.300000190734863], [-0.5, 6.800000190734863], [-0.30000001192092896, 21.899999618530273], [0.20000000298023224, 1.899999976158142], [-0.10000000149011612, 3.4000000953674316], [0.0, 0.4000000059604645]]"
07/08/2017,"[[-0.10000000149011612, 5.800000190734863], [-0.10000000149011612, 3.0], [-0.10000000149011612, 5.699999809265137], [0.0, 0.800000011920929], [0.0, 7.900000095367432], [-0.10000000149011612, 11.699999809265137], [-0.30000001192092896, 3.4000000953674316], [-0.10000000149011612, 23.100000381469727], [-0.10000000149011612, 2.700000047683716], [0.4000000059604645, 0.8999999761581421]]","[[-0.10000000149011612, 5.800000190734863], [-0.10000000149011612, 3.0], [-0.10000000149011612, 5.699999809265137], [0.0, 0.800000011920929], [0.0, 7.900000095367432], [-0.10000000149011612, 11.699999809265137], [-0.30000001192092896, 3.4000000953674316], [-0.10000000149011612, 23.100000381469727], [-0.10000000149011612, 2.700000047683716], [0.4000000059604645, 0.8999999761581421]]"
07/09/2017,"[[0.0, 3.799999952316284], [0.20000000298023224, 2.200000047683716], [-0.6000000238418579, 2.5999999046325684], [0.0, 0.5], [-0.20000000298023224, 13.300000190734863], [-0.20000000298023224, 6.699999809265137], [0.0, 0.4000000059604645], [0.0, 0.8999999761581421], [0.10000000149011612, 0.5], [0.0, 8.0]]","[[0.0, 3.799999952316284], [0.20000000298023224, 2.200000047683716], [-0.6000000238418579, 2.5999999046325684], [0.0, 0.5], [-0.20000000298023224, 13.300000190734863], [-0.20000000298023224, 6.699999809265137], [0.0, 0.4000000059604645], [0.0, 0.8999999761581421], [0.10000000149011612, 0.5], [0.0, 8.0]]"
07/10/2017,"[[-0.30000001192092896, 2.0], [-0.10000000149011612, 9.899999618530273], [0.0, 8.199999809265137], [0.0, 2.0], [-0.10000000149011612, 7.400000095367432], [0.20000000298023224, 4.699999809265137], [0.20000000298023224, 2.5], [-0.30000001192092896, 5.5], [0.0, 8.699999809265137], [0.30000001192092896, 6.199999809265137]]","[[-0.30000001192092896, 2.0], [-0.10000000149011612, 9.899999618530273], [0.0, 8.199999809265137], [0.0, 2.0], [-0.10000000149011612, 7.400000095367432], [0.20000000298023224, 4.699999809265137], [0.20000000298023224, 2.5], [-0.30000001192092896, 5.5], [0.0, 8.699999809265137], [0.30000001192092896, 6.199999809265137]]"
07/11/2017,"[[-0.5, 4.800000190734863], [-0.20000000298023224, 5.5], [-0.30000001192092896, 6.099999904632568], [0.0, 3.9000000953674316], [-0.20000000298023224, 2.799999952316284], [-0.10000000149011612, 2.700000047683716], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 4.800000190734863], [0.0, 8.100000381469727], [-0.5, 5.5]]","[[-0.5, 4.800000190734863], [-0.20000000298023224, 5.5], [-0.30000001192092896, 6.099999904632568], [0.0, 3.9000000953674316], [-0.20000000298023224, 2.799999952316284], [-0.10000000149011612, 2.700000047683716], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 4.800000190734863], [0.0, 8.100000381469727], [-0.5, 5.5]]"
07/12/2017,"[[-0.30000001192092896, 22.100000381469727], [0.0, 1.899999976158142], [0.0, 2.299999952316284], [0.10000000149011612, 2.5], [0.0, 3.5], [0.0, 2.200000047683716], [0.0, 4.5], [-0.20000000298023224, 1.2000000476837158], [0.10000000149011612, 3.9000000953674316], [0.0, 4.199999809265137]]","[[-0.30000001192092896, 22.100000381469727], [0.0, 1.899999976158142], [0.0, 2.299999952316284], [0.10000000149011612, 2.5], [0.0, 3.5], [0.0, 2.200000047683716], [0.0, 4.5], [-0.20000000298023224, 1.2000000476837158], [0.10000000149011612, 3.9000000953674316], [0.0, 4.199999809265137]]"
07/13/2017,"[[-0.20000000298023224, 4.199999809265137], [0.0, 8.5], [0.0, 3.0999999046325684], [0.0, 15.699999809265137], [0.0, 0.20000000298023224], [0.0, 1.7000000476837158]]","[[-0.20000000298023224, 4.199999809265137], [0.0, 8.5], [0.0, 3.0999999046325684], [0.0, 15.699999809265137], [0.0, 0.20000000298023224], [0.0, 1.7000000476837158]]"
07/14/2017,"[[-0.10000000149011612, 5.800000190734863], [-0.30000001192092896, 6.199999809265137], [0.0, 6.099999904632568], [-0.20000000298023224, 8.0], [-0.4000000059604645, 1.399999976158142], [0.0, 2.0], [-0.10000000149011612, 0.20000000298023224], [0.0, 18.899999618530273], [0.0, 11.899999618530273], [0.10000000149011612, 1.5]]","[[-0.10000000149011612, 5.800000190734863], [-0.30000001192092896, 6.199999809265137], [0.0, 6.099999904632568], [-0.20000000298023224, 8.0], [-0.4000000059604645, 1.399999976158142], [0.0, 2.0], [-0.10000000149011612, 0.20000000298023224], [0.0, 18.899999618530273], [0.0, 11.899999618530273], [0.10000000149011612, 1.5]]"
07/15/2017,"[[-0.6000000238418579, 0.6000000238418579], [-0.30000001192092896, 5.199999809265137], [-0.20000000298023224, 5.300000190734863], [0.30000001192092896, 11.800000190734863], [-0.4000000059604645, 0.4000000059604645], [-0.30000001192092896, 1.5], [0.0, 1.5], [-0.10000000149011612, 5.199999809265137]]","[[-0.6000000238418579, 0.6000000238418579], [-0.30000001192092896, 5.199999809265137], [-0.20000000298023224, 5.300000190734863], [0.30000001192092896, 11.800000190734863], [-0.4000000059604645, 0.4000000059604645], [-0.30000001192092896, 1.5], [0.0, 1.5], [-0.10000000149011612, 5.199999809265137]]"
07/16/2017,"[[-0.5, 1.5], [0.20000000298023224, 1.7999999523162842], [0.0, 5.300000190734863], [-0.10000000149011612, 1.0], [0.0, 3.200000047683716], [0.10000000149011612, 10.5], [0.0, 4.099999904632568], [-0.4000000059604645, 4.599999904632568], [0.0, 13.600000381469727], [-0.4000000059604645, 1.2000000476837158]]","[[-0.5, 1.5], [0.20000000298023224, 1.7999999523162842], [0.0, 5.300000190734863], [-0.10000000149011612, 1.0], [0.0, 3.200000047683716], [0.10000000149011612, 10.5], [0.0, 4.099999904632568], [-0.4000000059604645, 4.599999904632568], [0.0, 13.600000381469727], [-0.4000000059604645, 1.2000000476837158]]"
07/17/2017,"[[-0.6000000238418579, 4.199999809265137], [-0.30000001192092896, 6.800000190734863], [0.30000001192092896, 18.5], [0.0, 20.299999237060547], [0.0, 2.5], [-0.20000000298023224, 2.9000000953674316], [-0.10000000149011612, 5.400000095367432], [0.0, 1.7000000476837158], [-0.4000000059604645, 2.299999952316284], [0.0, 6.199999809265137]]","[[-0.6000000238418579, 4.199999809265137], [-0.30000001192092896, 6.800000190734863], [0.30000001192092896, 18.5], [0.0, 20.299999237060547], [0.0, 2.5], [-0.20000000298023224, 2.9000000953674316], [-0.10000000149011612, 5.400000095367432], [0.0, 1.7000000476837158], [-0.4000000059604645, 2.299999952316284], [0.0, 6.199999809265137]]"
07/18/2017,"[[-0.10000000149011612, 4.099999904632568], [-0.20000000298023224, 4.300000190734863], [0.0, 3.299999952316284], [-0.5, 2.299999952316284], [0.0, 4.900000095367432], [-0.10000000149011612, 9.800000190734863], [-0.10000000149011612, 8.699999809265137], [-0.20000000298023224, 4.0], [0.0, 1.600000023841858], [-0.30000001192092896, 21.899999618530273]]","[[-0.10000000149011612, 4.099999904632568], [-0.20000000298023224, 4.300000190734863], [0.0, 3.299999952316284], [-0.5, 2.299999952316284], [0.0, 4.900000095367432], [-0.10000000149011612, 9.800000190734863], [-0.10000000149011612, 8.699999809265137], [-0.20000000298023224, 4.0], [0.0, 1.600000023841858], [-0.30000001192092896, 21.899999618530273]]"
07/19/2017,"[[-0.10000000149011612, 1.0], [0.0, 17.299999237060547], [0.0, 5.5], [-0.20000000298023224, 8.899999618530273], [0.0, 6.699999809265137], [-0.10000000149011612, 0.30000001192092896], [0.0, 1.0], [0.0, 0.4000000059604645], [-0.20000000298023224, 2.4000000953674316], [0.4000000059604645, 8.5]]","[[-0.10000000149011612, 1.0], [0.0, 17.299999237060547], [0.0, 5.5], [-0.20000000298023224, 8.899999618530273], [0.0, 6.699999809265137], [-0.10000000149011612, 0.30000001192092896], [0.0, 1.0], [0.0, 0.4000000059604645], [-0.20000000298023224, 2.4000000953674316], [0.4000000059604645, 8.5]]"
07/20/2017,"[[-0.5, 2.5], [-0.5, 4.599999904632568], [0.4000000059604645, 6.0], [0.0, 3.0999999046325684], [-0.5, 2.9000000953674316], [0.0, 2.299999952316284], [0.0, 1.899999976158142], [0.10000000149011612, 0.699999988079071], [0.10000000149011612, 3.9000000953674316], [-0.10000000149011612, 7.199999809265137]]","[[-0.5, 2.5], [-0.5, 4.599999904632568], [0.4000000059604645, 6.0], [0.0, 3.0999999046325684], [-0.5, 2.9000000953674316], [0.0, 2.299999952316284], [0.0, 1.899999976158142], [0.10000000149011612, 0.699999988079071], [0.10000000149011612, 3.9000000953674316], [-0.10000000149011612, 7.199999809265137]]"
07/21/2017,"[[0.0, 5.400000095367432], [0.30000001192092896, 10.100000381469727], [0.30000001192092896, 4.599999904632568], [0.0, 0.0], [-0.4000000059604645, 2.0999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 9.800000190734863], [0.0, 2.0], [-0.4000000059604645, 4.5], [-0.20000000298023224, 14.899999618530273]]","[[0.0, 5.400000095367432], [0.30000001192092896, 10.100000381469727], [0.30000001192092896, 4.599999904632568], [0.0, 0.0], [-0.4000000059604645, 2.0999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 9.800000190734863], [0.0, 2.0], [-0.4000000059604645, 4.5], [-0.20000000298023224, 14.899999618530273]]"
07/22/2017,"[[-0.30000001192092896, 3.4000000953674316], [0.0, 7.400000095367432], [0.4000000059604645, 0.8999999761581421], [0.0, 3.200000047683716], [0.0, 2.200000047683716], [-0.10000000149011612, 2.0999999046325684], [0.0, 3.0], [0.0, 4.099999904632568], [-0.10000000149011612, 6.5]]","[[-0.30000001192092896, 3.4000000953674316], [0.0, 7.400000095367432], [0.4000000059604645, 0.8999999761581421], [0.0, 3.200000047683716], [0.0, 2.200000047683716], [-0.10000000149011612, 2.0999999046325684], [0.0, 3.0], [0.0, 4.099999904632568], [-0.10000000149011612, 6.5]]"
07/23/2017,"[[0.10000000149011612, 1.2000000476837158], [0.0, 5.0], [0.4000000059604645, 0.8999999761581421], [0.0, 6.199999809265137], [0.10000000149011612, 2.5], [0.0, 2.4000000953674316], [0.0, 3.0999999046325684], [0.10000000149011612, 2.9000000953674316], [-0.20000000298023224, 1.399999976158142], [0.4000000059604645, 0.8999999761581421]]","[[0.10000000149011612, 1.2000000476837158], [0.0, 5.0], [0.4000000059604645, 0.8999999761581421], [0.0, 6.199999809265137], [0.10000000149011612, 2.5], [0.0, 2.4000000953674316], [0.0, 3.0999999046325684], [0.10000000149011612, 2.9000000953674316], [-0.20000000298023224, 1.399999976158142], [0.4000000059604645, 0.8999999761581421]]"
07/24/2017,"[[0.0, 2.0], [0.0, 14.800000190734863], [-0.10000000149011612, 3.5], [-0.20000000298023224, 4.5], [-0.10000000149011612, 8.0], [-0.4000000059604645, 3.5], [-0.20000000298023224, 4.599999904632568], [0.0, 6.099999904632568], [0.0, 0.20000000298023224], [-0.10000000149011612, 6.300000190734863]]","[[0.0, 2.0], [0.0, 14.800000190734863], [-0.10000000149011612, 3.5], [-0.20000000298023224, 4.5], [-0.10000000149011612, 8.0], [-0.4000000059604645, 3.5], [-0.20000000298023224, 4.599999904632568], [0.0, 6.099999904632568], [0.0, 0.20000000298023224], [-0.10000000149011612, 6.300000190734863]]"
07/25/2017,"[[0.0, 2.0999999046325684], [0.0, 3.5], [0.0, 12.300000190734863], [0.30000001192092896, 0.699999988079071], [0.0, 5.099999904632568], [-0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 2.5], [0.0, 2.299999952316284], [0.0, 5.0], [-0.699999988079071, 1.399999976158142]]","[[0.0, 2.0999999046325684], [0.0, 3.5], [0.0, 12.300000190734863], [0.30000001192092896, 0.699999988079071], [0.0, 5.099999904632568], [-0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 2.5], [0.0, 2.299999952316284], [0.0, 5.0], [-0.699999988079071, 1.399999976158142]]"
07/26/2017,"[[-0.10000000149011612, 1.0], [-0.20000000298023224, 1.2000000476837158], [0.0, 7.800000190734863], [0.0, 2.200000047683716], [-0.10000000149011612, 4.5], [0.0, 0.699999988079071], [0.0, 2.200000047683716], [0.10000000149011612, 0.699999988079071], [0.10000000149011612, 16.299999237060547], [0.0, 5.300000190734863]]","[[-0.10000000149011612, 1.0], [-0.20000000298023224, 1.2000000476837158], [0.0, 7.800000190734863], [0.0, 2.200000047683716], [-0.10000000149011612, 4.5], [0.0, 0.699999988079071], [0.0, 2.200000047683716], [0.10000000149011612, 0.699999988079071], [0.10000000149011612, 16.299999237060547], [0.0, 5.300000190734863]]"
07/27/2017,"[[-0.20000000298023224, 2.4000000953674316], [0.0, 8.199999809265137], [0.10000000149011612, 1.2999999523162842], [-0.20000000298023224, 4.400000095367432], [0.0, 3.200000047683716], [0.0, 1.399999976158142], [0.10000000149011612, 4.400000095367432], [-0.10000000149011612, 4.5], [0.20000000298023224, 3.0999999046325684], [0.0, 7.5]]","[[-0.20000000298023224, 2.4000000953674316], [0.0, 8.199999809265137], [0.10000000149011612, 1.2999999523162842], [-0.20000000298023224, 4.400000095367432], [0.0, 3.200000047683716], [0.0, 1.399999976158142], [0.10000000149011612, 4.400000095367432], [-0.10000000149011612, 4.5], [0.20000000298023224, 3.0999999046325684], [0.0, 7.5]]"
07/28/2017,"[[0.20000000298023224, 1.600000023841858], [0.0, 9.399999618530273], [0.0, 2.200000047683716], [-0.20000000298023224, 2.700000047683716], [-0.6000000238418579, 4.0], [0.0, 10.399999618530273], [-0.20000000298023224, 1.2000000476837158], [-0.10000000149011612, 2.299999952316284], [0.0, 6.300000190734863], [0.10000000149011612, 3.9000000953674316]]","[[0.20000000298023224, 1.600000023841858], [0.0, 9.399999618530273], [0.0, 2.200000047683716], [-0.20000000298023224, 2.700000047683716], [-0.6000000238418579, 4.0], [0.0, 10.399999618530273], [-0.20000000298023224, 1.2000000476837158], [-0.10000000149011612, 2.299999952316284], [0.0, 6.300000190734863], [0.10000000149011612, 3.9000000953674316]]"
07/29/2017,"[[-0.30000001192092896, 3.5], [-0.20000000298023224, 19.5], [-0.20000000298023224, 5.199999809265137], [0.0, 12.300000190734863], [-0.30000001192092896, 2.0], [-0.10000000149011612, 3.799999952316284], [-0.6000000238418579, 3.0], [0.0, 2.5999999046325684], [0.10000000149011612, 4.300000190734863], [-0.10000000149011612, 8.899999618530273]]","[[-0.30000001192092896, 3.5], [-0.20000000298023224, 19.5], [-0.20000000298023224, 5.199999809265137], [0.0, 12.300000190734863], [-0.30000001192092896, 2.0], [-0.10000000149011612, 3.799999952316284], [-0.6000000238418579, 3.0], [0.0, 2.5999999046325684], [0.10000000149011612, 4.300000190734863], [-0.10000000149011612, 8.899999618530273]]"
07/30/2017,"[[-0.20000000298023224, 5.199999809265137], [-0.800000011920929, 2.4000000953674316], [0.0, 12.199999809265137], [-0.20000000298023224, 3.5999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.0], [-0.20000000298023224, 32.599998474121094], [0.10000000149011612, 2.4000000953674316], [-0.20000000298023224, 5.599999904632568], [0.0, 8.399999618530273]]","[[-0.20000000298023224, 5.199999809265137], [-0.800000011920929, 2.4000000953674316], [0.0, 12.199999809265137], [-0.20000000298023224, 3.5999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.0], [-0.20000000298023224, 32.599998474121094], [0.10000000149011612, 2.4000000953674316], [-0.20000000298023224, 5.599999904632568], [0.0, 8.399999618530273]]"
07/31/2017,"[[0.10000000149011612, 6.300000190734863], [-0.10000000149011612, 5.300000190734863], [-0.10000000149011612, 2.9000000953674316], [0.0, 4.599999904632568], [-0.10000000149011612, 8.399999618530273], [-0.10000000149011612, 1.7000000476837158], [-0.30000001192092896, 2.4000000953674316], [-0.30000001192092896, 3.5999999046325684], [-0.10000000149011612, 6.599999904632568]]","[[0.10000000149011612, 6.300000190734863], [-0.10000000149011612, 5.300000190734863], [-0.10000000149011612, 2.9000000953674316], [0.0, 4.599999904632568], [-0.10000000149011612, 8.399999618530273], [-0.10000000149011612, 1.7000000476837158], [-0.30000001192092896, 2.4000000953674316], [-0.30000001192092896, 3.5999999046325684], [-0.10000000149011612, 6.599999904632568]]"
08/01/2017,"[[0.0, 10.800000190734863], [0.0, 4.099999904632568], [0.0, 1.7999999523162842], [-0.10000000149011612, 0.5], [0.0, 11.699999809265137], [0.10000000149011612, 1.5], [-0.20000000298023224, 5.599999904632568], [-0.20000000298023224, 2.0999999046325684], [-0.20000000298023224, 2.5999999046325684]]","[[0.0, 10.800000190734863], [0.0, 4.099999904632568], [0.0, 1.7999999523162842], [-0.10000000149011612, 0.5], [0.0, 11.699999809265137], [0.10000000149011612, 1.5], [-0.20000000298023224, 5.599999904632568], [-0.20000000298023224, 2.0999999046325684], [-0.20000000298023224, 2.5999999046325684]]"
