Date,Articles,"Article[Sentiment,Magnitude]"
05/27/2017,"[[0.0, 7.5], [0.0, 3.299999952316284], [-0.20000000298023224, 3.9000000953674316], [0.0, 3.799999952316284], [-0.10000000149011612, 12.0], [0.0, 2.4000000953674316], [-0.10000000149011612, 0.8999999761581421], [0.0, 2.9000000953674316], [0.10000000149011612, 3.200000047683716], [0.0, 9.399999618530273]]","[[0.0, 7.5], [0.0, 3.299999952316284], [-0.20000000298023224, 3.9000000953674316], [0.0, 3.799999952316284], [-0.10000000149011612, 12.0], [0.0, 2.4000000953674316], [-0.10000000149011612, 0.8999999761581421], [0.0, 2.9000000953674316], [0.10000000149011612, 3.200000047683716], [0.0, 9.399999618530273]]"
05/28/2017,"[[0.4000000059604645, 3.9000000953674316], [0.0, 5.099999904632568], [0.20000000298023224, 3.5], [0.0, 27.799999237060547], [0.20000000298023224, 4.199999809265137], [0.0, 6.199999809265137], [0.0, 11.699999809265137], [0.30000001192092896, 0.8999999761581421], [0.0, 2.799999952316284], [-0.10000000149011612, 2.9000000953674316]]","[[0.4000000059604645, 3.9000000953674316], [0.0, 5.099999904632568], [0.20000000298023224, 3.5], [0.0, 27.799999237060547], [0.20000000298023224, 4.199999809265137], [0.0, 6.199999809265137], [0.0, 11.699999809265137], [0.30000001192092896, 0.8999999761581421], [0.0, 2.799999952316284], [-0.10000000149011612, 2.9000000953674316]]"
05/29/2017,"[[0.0, 2.9000000953674316], [0.0, 1.899999976158142], [-0.10000000149011612, 10.5], [-0.20000000298023224, 0.20000000298023224], [0.20000000298023224, 0.5], [0.0, 5.099999904632568], [0.0, 3.700000047683716], [0.0, 9.5], [0.20000000298023224, 1.899999976158142], [0.0, 24.899999618530273]]","[[0.0, 2.9000000953674316], [0.0, 1.899999976158142], [-0.10000000149011612, 10.5], [-0.20000000298023224, 0.20000000298023224], [0.20000000298023224, 0.5], [0.0, 5.099999904632568], [0.0, 3.700000047683716], [0.0, 9.5], [0.20000000298023224, 1.899999976158142], [0.0, 24.899999618530273]]"
05/30/2017,"[[0.0, 4.099999904632568], [0.0, 4.400000095367432], [0.0, 4.699999809265137], [-0.10000000149011612, 1.5], [-0.10000000149011612, 10.5], [-0.20000000298023224, 6.599999904632568], [0.10000000149011612, 1.399999976158142], [-0.4000000059604645, 6.400000095367432], [-0.20000000298023224, 2.299999952316284], [0.10000000149011612, 3.0]]","[[0.0, 4.099999904632568], [0.0, 4.400000095367432], [0.0, 4.699999809265137], [-0.10000000149011612, 1.5], [-0.10000000149011612, 10.5], [-0.20000000298023224, 6.599999904632568], [0.10000000149011612, 1.399999976158142], [-0.4000000059604645, 6.400000095367432], [-0.20000000298023224, 2.299999952316284], [0.10000000149011612, 3.0]]"
05/31/2017,"[[0.0, 3.4000000953674316], [-0.20000000298023224, 0.6000000238418579], [0.0, 2.0999999046325684], [-0.10000000149011612, 3.700000047683716], [-0.20000000298023224, 7.400000095367432], [-0.10000000149011612, 9.899999618530273], [-0.20000000298023224, 2.799999952316284], [-0.20000000298023224, 3.0], [0.0, 16.100000381469727], [0.0, 20.299999237060547]]","[[0.0, 3.4000000953674316], [-0.20000000298023224, 0.6000000238418579], [0.0, 2.0999999046325684], [-0.10000000149011612, 3.700000047683716], [-0.20000000298023224, 7.400000095367432], [-0.10000000149011612, 9.899999618530273], [-0.20000000298023224, 2.799999952316284], [-0.20000000298023224, 3.0], [0.0, 16.100000381469727], [0.0, 20.299999237060547]]"
06/01/2017,"[[0.0, 1.2999999523162842], [0.0, 4.300000190734863], [0.0, 1.5], [0.0, 5.599999904632568], [0.0, 8.300000190734863], [0.0, 7.199999809265137], [-0.30000001192092896, 2.700000047683716], [0.0, 2.299999952316284], [0.0, 5.300000190734863], [0.0, 1.600000023841858]]","[[0.0, 1.2999999523162842], [0.0, 4.300000190734863], [0.0, 1.5], [0.0, 5.599999904632568], [0.0, 8.300000190734863], [0.0, 7.199999809265137], [-0.30000001192092896, 2.700000047683716], [0.0, 2.299999952316284], [0.0, 5.300000190734863], [0.0, 1.600000023841858]]"
06/02/2017,"[[-0.10000000149011612, 3.0], [-0.4000000059604645, 0.4000000059604645], [0.0, 7.0], [-0.699999988079071, 2.299999952316284], [0.0, 0.699999988079071], [0.10000000149011612, 5.400000095367432], [0.800000011920929, 0.800000011920929], [0.0, 3.4000000953674316], [0.0, 5.099999904632568], [0.0, 2.9000000953674316]]","[[-0.10000000149011612, 3.0], [-0.4000000059604645, 0.4000000059604645], [0.0, 7.0], [-0.699999988079071, 2.299999952316284], [0.0, 0.699999988079071], [0.10000000149011612, 5.400000095367432], [0.800000011920929, 0.800000011920929], [0.0, 3.4000000953674316], [0.0, 5.099999904632568], [0.0, 2.9000000953674316]]"
06/03/2017,"[[0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 5.599999904632568], [0.20000000298023224, 18.899999618530273], [-0.30000001192092896, 5.699999809265137], [0.0, 26.700000762939453], [0.0, 35.400001525878906], [-0.10000000149011612, 3.299999952316284], [-0.10000000149011612, 7.400000095367432], [-0.10000000149011612, 9.399999618530273], [-0.10000000149011612, 6.900000095367432]]","[[0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 5.599999904632568], [0.20000000298023224, 18.899999618530273], [-0.30000001192092896, 5.699999809265137], [0.0, 26.700000762939453], [0.0, 35.400001525878906], [-0.10000000149011612, 3.299999952316284], [-0.10000000149011612, 7.400000095367432], [-0.10000000149011612, 9.399999618530273], [-0.10000000149011612, 6.900000095367432]]"
06/04/2017,"[[-0.10000000149011612, 7.699999809265137], [0.30000001192092896, 16.200000762939453], [-0.5, 1.600000023841858], [-0.10000000149011612, 5.800000190734863], [0.0, 16.5], [0.0, 8.0], [0.4000000059604645, 0.8999999761581421], [0.0, 47.70000076293945], [-0.10000000149011612, 18.899999618530273], [-0.10000000149011612, 8.300000190734863]]","[[-0.10000000149011612, 7.699999809265137], [0.30000001192092896, 16.200000762939453], [-0.5, 1.600000023841858], [-0.10000000149011612, 5.800000190734863], [0.0, 16.5], [0.0, 8.0], [0.4000000059604645, 0.8999999761581421], [0.0, 47.70000076293945], [-0.10000000149011612, 18.899999618530273], [-0.10000000149011612, 8.300000190734863]]"
06/05/2017,"[[0.0, 8.399999618530273], [0.0, 1.5], [0.0, 0.6000000238418579], [0.0, 24.600000381469727], [0.0, 2.799999952316284], [-0.10000000149011612, 5.900000095367432], [-0.10000000149011612, 3.700000047683716], [0.0, 0.10000000149011612], [-0.30000001192092896, 7.699999809265137], [0.0, 4.099999904632568]]","[[0.0, 8.399999618530273], [0.0, 1.5], [0.0, 0.6000000238418579], [0.0, 24.600000381469727], [0.0, 2.799999952316284], [-0.10000000149011612, 5.900000095367432], [-0.10000000149011612, 3.700000047683716], [0.0, 0.10000000149011612], [-0.30000001192092896, 7.699999809265137], [0.0, 4.099999904632568]]"
06/06/2017,"[[0.10000000149011612, 0.20000000298023224], [-0.10000000149011612, 1.2999999523162842], [0.10000000149011612, 5.099999904632568], [-0.699999988079071, 2.9000000953674316], [-0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 11.0], [-0.10000000149011612, 3.299999952316284], [0.0, 2.299999952316284], [-0.30000001192092896, 21.899999618530273], [0.20000000298023224, 10.300000190734863]]","[[0.10000000149011612, 0.20000000298023224], [-0.10000000149011612, 1.2999999523162842], [0.10000000149011612, 5.099999904632568], [-0.699999988079071, 2.9000000953674316], [-0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 11.0], [-0.10000000149011612, 3.299999952316284], [0.0, 2.299999952316284], [-0.30000001192092896, 21.899999618530273], [0.20000000298023224, 10.300000190734863]]"
06/07/2017,"[[0.0, 6.099999904632568], [0.0, 2.799999952316284], [0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 5.099999904632568], [0.0, 1.7999999523162842], [0.0, 4.199999809265137], [-0.30000001192092896, 21.899999618530273], [-0.5, 3.799999952316284], [0.20000000298023224, 1.399999976158142], [-0.10000000149011612, 4.5]]","[[0.0, 6.099999904632568], [0.0, 2.799999952316284], [0.4000000059604645, 1.2000000476837158], [-0.10000000149011612, 5.099999904632568], [0.0, 1.7999999523162842], [0.0, 4.199999809265137], [-0.30000001192092896, 21.899999618530273], [-0.5, 3.799999952316284], [0.20000000298023224, 1.399999976158142], [-0.10000000149011612, 4.5]]"
06/08/2017,"[[0.30000001192092896, 2.700000047683716], [-0.10000000149011612, 4.099999904632568], [0.0, 4.900000095367432], [0.0, 4.099999904632568], [-0.30000001192092896, 0.699999988079071], [0.0, 4.699999809265137], [0.0, 4.800000190734863], [0.0, 3.9000000953674316], [0.20000000298023224, 7.0], [0.10000000149011612, 10.899999618530273]]","[[0.30000001192092896, 2.700000047683716], [-0.10000000149011612, 4.099999904632568], [0.0, 4.900000095367432], [0.0, 4.099999904632568], [-0.30000001192092896, 0.699999988079071], [0.0, 4.699999809265137], [0.0, 4.800000190734863], [0.0, 3.9000000953674316], [0.20000000298023224, 7.0], [0.10000000149011612, 10.899999618530273]]"
06/09/2017,"[[-0.20000000298023224, 3.4000000953674316], [0.0, 3.9000000953674316], [0.0, 10.100000381469727], [0.0, 2.5999999046325684], [0.0, 9.300000190734863], [0.20000000298023224, 5.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 4.099999904632568], [0.10000000149011612, 9.699999809265137], [0.0, 8.899999618530273]]","[[-0.20000000298023224, 3.4000000953674316], [0.0, 3.9000000953674316], [0.0, 10.100000381469727], [0.0, 2.5999999046325684], [0.0, 9.300000190734863], [0.20000000298023224, 5.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 4.099999904632568], [0.10000000149011612, 9.699999809265137], [0.0, 8.899999618530273]]"
06/10/2017,"[[0.0, 3.799999952316284], [0.0, 4.800000190734863], [0.0, 7.0], [-0.20000000298023224, 0.5], [-0.10000000149011612, 1.0], [0.30000001192092896, 4.099999904632568], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 9.0], [0.0, 9.800000190734863], [0.0, 4.0]]","[[0.0, 3.799999952316284], [0.0, 4.800000190734863], [0.0, 7.0], [-0.20000000298023224, 0.5], [-0.10000000149011612, 1.0], [0.30000001192092896, 4.099999904632568], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 9.0], [0.0, 9.800000190734863], [0.0, 4.0]]"
06/11/2017,"[[0.10000000149011612, 2.5999999046325684], [-0.10000000149011612, 3.4000000953674316], [0.0, 3.0999999046325684], [0.20000000298023224, 6.0], [0.10000000149011612, 3.200000047683716], [-0.10000000149011612, 13.600000381469727], [-0.10000000149011612, 8.899999618530273], [-0.10000000149011612, 4.699999809265137], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 5.5]]","[[0.10000000149011612, 2.5999999046325684], [-0.10000000149011612, 3.4000000953674316], [0.0, 3.0999999046325684], [0.20000000298023224, 6.0], [0.10000000149011612, 3.200000047683716], [-0.10000000149011612, 13.600000381469727], [-0.10000000149011612, 8.899999618530273], [-0.10000000149011612, 4.699999809265137], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 5.5]]"
06/12/2017,"[[-0.30000001192092896, 1.899999976158142], [0.0, 3.0], [-0.20000000298023224, 0.800000011920929], [0.0, 2.299999952316284], [-0.699999988079071, 2.9000000953674316], [-0.4000000059604645, 4.5], [0.0, 2.4000000953674316], [0.0, 5.599999904632568], [0.10000000149011612, 2.0999999046325684], [0.0, 1.5]]","[[-0.30000001192092896, 1.899999976158142], [0.0, 3.0], [-0.20000000298023224, 0.800000011920929], [0.0, 2.299999952316284], [-0.699999988079071, 2.9000000953674316], [-0.4000000059604645, 4.5], [0.0, 2.4000000953674316], [0.0, 5.599999904632568], [0.10000000149011612, 2.0999999046325684], [0.0, 1.5]]"
06/13/2017,"[[-0.4000000059604645, 0.8999999761581421], [0.0, 3.9000000953674316], [0.0, 3.299999952316284], [-0.10000000149011612, 3.5], [-0.10000000149011612, 7.199999809265137], [0.0, 6.199999809265137], [-0.10000000149011612, 2.0999999046325684], [0.0, 3.5999999046325684], [-0.20000000298023224, 3.5], [-0.4000000059604645, 0.8999999761581421]]","[[-0.4000000059604645, 0.8999999761581421], [0.0, 3.9000000953674316], [0.0, 3.299999952316284], [-0.10000000149011612, 3.5], [-0.10000000149011612, 7.199999809265137], [0.0, 6.199999809265137], [-0.10000000149011612, 2.0999999046325684], [0.0, 3.5999999046325684], [-0.20000000298023224, 3.5], [-0.4000000059604645, 0.8999999761581421]]"
06/14/2017,"[[0.20000000298023224, 1.100000023841858], [-0.20000000298023224, 3.5999999046325684], [0.0, 32.5], [-0.30000001192092896, 2.799999952316284], [0.10000000149011612, 0.6000000238418579], [-0.10000000149011612, 9.699999809265137], [0.0, 1.899999976158142], [-0.20000000298023224, 4.199999809265137], [0.4000000059604645, 4.599999904632568]]","[[0.20000000298023224, 1.100000023841858], [-0.20000000298023224, 3.5999999046325684], [0.0, 32.5], [-0.30000001192092896, 2.799999952316284], [0.10000000149011612, 0.6000000238418579], [-0.10000000149011612, 9.699999809265137], [0.0, 1.899999976158142], [-0.20000000298023224, 4.199999809265137], [0.4000000059604645, 4.599999904632568]]"
06/15/2017,"[[-0.30000001192092896, 5.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 6.099999904632568], [-0.20000000298023224, 1.7000000476837158], [-0.5, 1.600000023841858], [-0.10000000149011612, 15.5], [0.0, 2.4000000953674316], [0.6000000238418579, 0.6000000238418579], [-0.30000001192092896, 5.0], [0.0, 9.0]]","[[-0.30000001192092896, 5.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 6.099999904632568], [-0.20000000298023224, 1.7000000476837158], [-0.5, 1.600000023841858], [-0.10000000149011612, 15.5], [0.0, 2.4000000953674316], [0.6000000238418579, 0.6000000238418579], [-0.30000001192092896, 5.0], [0.0, 9.0]]"
06/16/2017,"[[-0.20000000298023224, 1.7999999523162842], [0.0, 6.300000190734863], [0.0, 4.199999809265137], [0.0, 29.299999237060547], [0.0, 5.400000095367432], [0.20000000298023224, 12.399999618530273], [-0.30000001192092896, 5.400000095367432], [-0.10000000149011612, 4.199999809265137], [0.0, 14.699999809265137], [0.20000000298023224, 0.699999988079071]]","[[-0.20000000298023224, 1.7999999523162842], [0.0, 6.300000190734863], [0.0, 4.199999809265137], [0.0, 29.299999237060547], [0.0, 5.400000095367432], [0.20000000298023224, 12.399999618530273], [-0.30000001192092896, 5.400000095367432], [-0.10000000149011612, 4.199999809265137], [0.0, 14.699999809265137], [0.20000000298023224, 0.699999988079071]]"
06/17/2017,"[[0.0, 6.199999809265137], [0.10000000149011612, 4.400000095367432], [-0.30000001192092896, 5.400000095367432], [0.0, 19.799999237060547], [-0.20000000298023224, 1.399999976158142], [-0.30000001192092896, 0.30000001192092896], [-0.20000000298023224, 12.199999809265137], [-0.10000000149011612, 3.0999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 5.099999904632568]]","[[0.0, 6.199999809265137], [0.10000000149011612, 4.400000095367432], [-0.30000001192092896, 5.400000095367432], [0.0, 19.799999237060547], [-0.20000000298023224, 1.399999976158142], [-0.30000001192092896, 0.30000001192092896], [-0.20000000298023224, 12.199999809265137], [-0.10000000149011612, 3.0999999046325684], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 5.099999904632568]]"
06/18/2017,"[[0.0, 5.300000190734863], [-0.20000000298023224, 6.699999809265137], [0.0, 5.199999809265137], [0.0, 2.5], [0.30000001192092896, 1.2000000476837158], [-0.20000000298023224, 18.5], [-0.10000000149011612, 10.899999618530273], [-0.20000000298023224, 2.0], [0.0, 3.5999999046325684], [0.30000001192092896, 1.2000000476837158]]","[[0.0, 5.300000190734863], [-0.20000000298023224, 6.699999809265137], [0.0, 5.199999809265137], [0.0, 2.5], [0.30000001192092896, 1.2000000476837158], [-0.20000000298023224, 18.5], [-0.10000000149011612, 10.899999618530273], [-0.20000000298023224, 2.0], [0.0, 3.5999999046325684], [0.30000001192092896, 1.2000000476837158]]"
06/19/2017,"[[0.0, 7.5], [0.10000000149011612, 22.600000381469727], [-0.20000000298023224, 6.800000190734863], [0.0, 4.0], [-0.30000001192092896, 0.8999999761581421], [0.5, 2.299999952316284], [-0.20000000298023224, 1.399999976158142], [-0.30000001192092896, 7.199999809265137], [0.0, 6.699999809265137], [0.0, 2.4000000953674316]]","[[0.0, 7.5], [0.10000000149011612, 22.600000381469727], [-0.20000000298023224, 6.800000190734863], [0.0, 4.0], [-0.30000001192092896, 0.8999999761581421], [0.5, 2.299999952316284], [-0.20000000298023224, 1.399999976158142], [-0.30000001192092896, 7.199999809265137], [0.0, 6.699999809265137], [0.0, 2.4000000953674316]]"
06/20/2017,"[[0.0, 1.600000023841858], [0.5, 2.799999952316284], [0.20000000298023224, 0.800000011920929], [-0.20000000298023224, 5.400000095367432], [0.0, 4.800000190734863], [-0.20000000298023224, 3.200000047683716], [-0.10000000149011612, 8.699999809265137], [-0.10000000149011612, 0.699999988079071], [-0.10000000149011612, 8.199999809265137], [0.0, 49.5]]","[[0.0, 1.600000023841858], [0.5, 2.799999952316284], [0.20000000298023224, 0.800000011920929], [-0.20000000298023224, 5.400000095367432], [0.0, 4.800000190734863], [-0.20000000298023224, 3.200000047683716], [-0.10000000149011612, 8.699999809265137], [-0.10000000149011612, 0.699999988079071], [-0.10000000149011612, 8.199999809265137], [0.0, 49.5]]"
06/21/2017,"[[0.0, 3.5], [0.10000000149011612, 2.299999952316284], [-0.10000000149011612, 8.199999809265137], [-0.10000000149011612, 12.300000190734863], [-0.30000001192092896, 3.4000000953674316], [-0.6000000238418579, 7.0], [0.4000000059604645, 6.400000095367432], [-0.10000000149011612, 5.199999809265137], [0.10000000149011612, 3.700000047683716]]","[[0.0, 3.5], [0.10000000149011612, 2.299999952316284], [-0.10000000149011612, 8.199999809265137], [-0.10000000149011612, 12.300000190734863], [-0.30000001192092896, 3.4000000953674316], [-0.6000000238418579, 7.0], [0.4000000059604645, 6.400000095367432], [-0.10000000149011612, 5.199999809265137], [0.10000000149011612, 3.700000047683716]]"
06/22/2017,"[[-0.5, 1.100000023841858], [0.5, 3.200000047683716], [0.0, 5.199999809265137], [0.0, 2.799999952316284], [0.0, 3.5999999046325684], [-0.4000000059604645, 2.200000047683716], [-0.10000000149011612, 2.5999999046325684], [0.0, 7.599999904632568], [0.0, 5.300000190734863], [0.30000001192092896, 4.099999904632568]]","[[-0.5, 1.100000023841858], [0.5, 3.200000047683716], [0.0, 5.199999809265137], [0.0, 2.799999952316284], [0.0, 3.5999999046325684], [-0.4000000059604645, 2.200000047683716], [-0.10000000149011612, 2.5999999046325684], [0.0, 7.599999904632568], [0.0, 5.300000190734863], [0.30000001192092896, 4.099999904632568]]"
06/23/2017,"[[0.0, 7.199999809265137], [0.0, 7.199999809265137], [0.30000001192092896, 2.9000000953674316], [0.10000000149011612, 1.399999976158142], [0.0, 0.699999988079071], [-0.30000001192092896, 21.899999618530273], [-0.10000000149011612, 17.100000381469727], [0.0, 4.300000190734863], [-0.10000000149011612, 2.799999952316284], [-0.10000000149011612, 0.4000000059604645]]","[[0.0, 7.199999809265137], [0.0, 7.199999809265137], [0.30000001192092896, 2.9000000953674316], [0.10000000149011612, 1.399999976158142], [0.0, 0.699999988079071], [-0.30000001192092896, 21.899999618530273], [-0.10000000149011612, 17.100000381469727], [0.0, 4.300000190734863], [-0.10000000149011612, 2.799999952316284], [-0.10000000149011612, 0.4000000059604645]]"
06/24/2017,"[[0.0, 24.200000762939453], [0.20000000298023224, 4.099999904632568], [0.30000001192092896, 1.7999999523162842], [0.0, 2.5], [0.20000000298023224, 6.5], [0.10000000149011612, 19.299999237060547], [0.0, 4.699999809265137], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 3.5], [0.0, 13.899999618530273]]","[[0.0, 24.200000762939453], [0.20000000298023224, 4.099999904632568], [0.30000001192092896, 1.7999999523162842], [0.0, 2.5], [0.20000000298023224, 6.5], [0.10000000149011612, 19.299999237060547], [0.0, 4.699999809265137], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 3.5], [0.0, 13.899999618530273]]"
06/25/2017,"[[0.10000000149011612, 14.199999809265137], [-0.10000000149011612, 2.9000000953674316], [0.0, 3.799999952316284], [0.0, 3.0999999046325684], [0.0, 11.0], [0.800000011920929, 1.7000000476837158], [0.10000000149011612, 15.399999618530273], [0.0, 8.0], [-0.20000000298023224, 1.2999999523162842], [0.4000000059604645, 0.8999999761581421]]","[[0.10000000149011612, 14.199999809265137], [-0.10000000149011612, 2.9000000953674316], [0.0, 3.799999952316284], [0.0, 3.0999999046325684], [0.0, 11.0], [0.800000011920929, 1.7000000476837158], [0.10000000149011612, 15.399999618530273], [0.0, 8.0], [-0.20000000298023224, 1.2999999523162842], [0.4000000059604645, 0.8999999761581421]]"
06/26/2017,"[[-0.10000000149011612, 2.0], [0.0, 3.299999952316284], [-0.4000000059604645, 4.599999904632568], [0.0, 12.300000190734863], [-0.5, 3.700000047683716], [-0.10000000149011612, 5.400000095367432], [0.800000011920929, 0.800000011920929], [0.20000000298023224, 1.899999976158142], [-0.20000000298023224, 4.599999904632568], [-0.20000000298023224, 8.899999618530273]]","[[-0.10000000149011612, 2.0], [0.0, 3.299999952316284], [-0.4000000059604645, 4.599999904632568], [0.0, 12.300000190734863], [-0.5, 3.700000047683716], [-0.10000000149011612, 5.400000095367432], [0.800000011920929, 0.800000011920929], [0.20000000298023224, 1.899999976158142], [-0.20000000298023224, 4.599999904632568], [-0.20000000298023224, 8.899999618530273]]"
06/27/2017,"[[-0.4000000059604645, 4.0], [-0.20000000298023224, 0.699999988079071], [0.10000000149011612, 2.5999999046325684], [0.0, 2.4000000953674316], [-0.6000000238418579, 6.5], [-0.30000001192092896, 0.30000001192092896], [-0.30000001192092896, 4.400000095367432], [-0.30000001192092896, 3.9000000953674316], [-0.10000000149011612, 1.5], [-0.6000000238418579, 4.699999809265137]]","[[-0.4000000059604645, 4.0], [-0.20000000298023224, 0.699999988079071], [0.10000000149011612, 2.5999999046325684], [0.0, 2.4000000953674316], [-0.6000000238418579, 6.5], [-0.30000001192092896, 0.30000001192092896], [-0.30000001192092896, 4.400000095367432], [-0.30000001192092896, 3.9000000953674316], [-0.10000000149011612, 1.5], [-0.6000000238418579, 4.699999809265137]]"
06/28/2017,"[[-0.6000000238418579, 3.200000047683716], [-0.10000000149011612, 3.799999952316284], [-0.699999988079071, 0.699999988079071], [0.0, 6.199999809265137], [0.0, 5.300000190734863], [-0.20000000298023224, 4.5], [-0.30000001192092896, 0.30000001192092896], [-0.20000000298023224, 7.400000095367432], [0.4000000059604645, 7.099999904632568], [-0.699999988079071, 3.700000047683716]]","[[-0.6000000238418579, 3.200000047683716], [-0.10000000149011612, 3.799999952316284], [-0.699999988079071, 0.699999988079071], [0.0, 6.199999809265137], [0.0, 5.300000190734863], [-0.20000000298023224, 4.5], [-0.30000001192092896, 0.30000001192092896], [-0.20000000298023224, 7.400000095367432], [0.4000000059604645, 7.099999904632568], [-0.699999988079071, 3.700000047683716]]"
06/29/2017,"[[-0.20000000298023224, 8.899999618530273], [0.0, 21.399999618530273], [0.0, 5.300000190734863], [0.0, 0.699999988079071], [-0.5, 7.099999904632568], [-0.20000000298023224, 9.600000381469727], [0.0, 0.6000000238418579], [-0.30000001192092896, 21.899999618530273], [0.0, 3.5]]","[[-0.20000000298023224, 8.899999618530273], [0.0, 21.399999618530273], [0.0, 5.300000190734863], [0.0, 0.699999988079071], [-0.5, 7.099999904632568], [-0.20000000298023224, 9.600000381469727], [0.0, 0.6000000238418579], [-0.30000001192092896, 21.899999618530273], [0.0, 3.5]]"
06/30/2017,"[[0.0, 2.5], [-0.6000000238418579, 2.4000000953674316], [-0.800000011920929, 1.7000000476837158], [0.0, 3.9000000953674316], [-0.4000000059604645, 8.899999618530273], [0.0, 3.5999999046325684], [-0.20000000298023224, 1.7000000476837158], [0.20000000298023224, 7.599999904632568], [0.10000000149011612, 11.899999618530273], [0.0, 10.100000381469727]]","[[0.0, 2.5], [-0.6000000238418579, 2.4000000953674316], [-0.800000011920929, 1.7000000476837158], [0.0, 3.9000000953674316], [-0.4000000059604645, 8.899999618530273], [0.0, 3.5999999046325684], [-0.20000000298023224, 1.7000000476837158], [0.20000000298023224, 7.599999904632568], [0.10000000149011612, 11.899999618530273], [0.0, 10.100000381469727]]"
07/01/2017,"[[-0.20000000298023224, 7.199999809265137], [0.0, 8.199999809265137], [-0.20000000298023224, 8.600000381469727], [0.0, 18.600000381469727], [0.6000000238418579, 3.299999952316284], [-0.20000000298023224, 7.599999904632568], [-0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 3.0999999046325684], [0.0, 3.5999999046325684], [-0.6000000238418579, 6.0]]","[[-0.20000000298023224, 7.199999809265137], [0.0, 8.199999809265137], [-0.20000000298023224, 8.600000381469727], [0.0, 18.600000381469727], [0.6000000238418579, 3.299999952316284], [-0.20000000298023224, 7.599999904632568], [-0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 3.0999999046325684], [0.0, 3.5999999046325684], [-0.6000000238418579, 6.0]]"
07/02/2017,"[[0.4000000059604645, 0.8999999761581421], [0.0, 3.0999999046325684], [0.30000001192092896, 2.200000047683716], [0.20000000298023224, 2.9000000953674316], [0.20000000298023224, 1.2000000476837158], [0.4000000059604645, 0.8999999761581421], [-0.4000000059604645, 5.300000190734863], [-0.10000000149011612, 7.800000190734863], [0.0, 11.0], [0.0, 6.099999904632568]]","[[0.4000000059604645, 0.8999999761581421], [0.0, 3.0999999046325684], [0.30000001192092896, 2.200000047683716], [0.20000000298023224, 2.9000000953674316], [0.20000000298023224, 1.2000000476837158], [0.4000000059604645, 0.8999999761581421], [-0.4000000059604645, 5.300000190734863], [-0.10000000149011612, 7.800000190734863], [0.0, 11.0], [0.0, 6.099999904632568]]"
07/03/2017,"[[0.0, 1.7999999523162842], [0.10000000149011612, 3.200000047683716], [-0.20000000298023224, 3.0], [0.10000000149011612, 1.7999999523162842], [-0.10000000149011612, 36.099998474121094], [0.0, 3.9000000953674316], [0.0, 0.10000000149011612], [0.0, 3.700000047683716], [0.10000000149011612, 3.799999952316284], [0.0, 0.8999999761581421]]","[[0.0, 1.7999999523162842], [0.10000000149011612, 3.200000047683716], [-0.20000000298023224, 3.0], [0.10000000149011612, 1.7999999523162842], [-0.10000000149011612, 36.099998474121094], [0.0, 3.9000000953674316], [0.0, 0.10000000149011612], [0.0, 3.700000047683716], [0.10000000149011612, 3.799999952316284], [0.0, 0.8999999761581421]]"
07/04/2017,"[[0.10000000149011612, 13.199999809265137], [0.0, 3.5], [-0.800000011920929, 1.600000023841858], [-0.5, 7.5], [0.0, 33.5], [-0.10000000149011612, 3.799999952316284], [0.10000000149011612, 9.899999618530273], [-0.6000000238418579, 3.9000000953674316], [-0.10000000149011612, 2.5999999046325684], [-0.5, 4.699999809265137]]","[[0.10000000149011612, 13.199999809265137], [0.0, 3.5], [-0.800000011920929, 1.600000023841858], [-0.5, 7.5], [0.0, 33.5], [-0.10000000149011612, 3.799999952316284], [0.10000000149011612, 9.899999618530273], [-0.6000000238418579, 3.9000000953674316], [-0.10000000149011612, 2.5999999046325684], [-0.5, 4.699999809265137]]"
